"chrom"	"m_start"	"m_stop"	"pos_id"	"f_type"	"met_dir"	"site_start"	"site_stop"	"locus_tag"	"id2"	"f_dir"	"locus_tag1"	"id21"	"f_start"	"f_stop"	"domain"	"MEP-1.x"	"MEP-2.x"	"LSP-1.x"	"LSP-2.x"	"MEP-1.y"	"MEP-2.y"	"LSP-1.y"	"LSP-2.y"	"MEP_wt_mean"	"LSP_wt_mean"	"methyl_status"	"dna"	"feature"
"ST4-74_pColIb.fa"	42969	42970	"ST4-74_pColIb.fa_42969_-"	"CDS"	"-"	42968	42974	"SLP2_0054A"	"SLP2_0054A"	"+"	"SLP2_0054A"	"SLP2_0054A"	42695	42992	"plasmid"	60	58.33	68.42	69.23	5	12	19	13	58.8211764705882	68.7490625	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	44809	44810	"ST4-74_pColIb.fa_44809_+"	"CDS"	"+"	44805	44811	"SLP2_0056"	"traY"	"-"	"SLP2_0056"	"traY"	44632	46864	"plasmid"	66.67	94.74	93.33	75	3	19	30	12	90.9122727272727	88.0928571428571	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	45440	45441	"ST4-74_pColIb.fa_45440_-"	"CDS"	"-"	45439	45445	"SLP2_0056"	"traY"	"-"	"SLP2_0056"	"traY"	44632	46864	"plasmid"	83.33	83.33	76	100	6	18	25	7	83.33	81.25	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	46610	46611	"ST4-74_pColIb.fa_46610_+"	"CDS"	"+"	46606	46612	"SLP2_0056"	"traY"	"-"	"SLP2_0056"	"traY"	44632	46864	"plasmid"	100	88.89	83.87	100	3	9	31	12	91.6675	88.3713953488372	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	46893	46894	"ST4-74_pColIb.fa_46893_+"	"CDS"	"+"	46889	46895	"SLP2_0057"	"traX"	"-"	"SLP2_0057"	"traX"	46891	47476	"plasmid"	100	100	91.18	75	4	14	34	12	100	86.9591304347826	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	46893	46894	"ST4-74_pColIb.fa_46893_+"	"intergenic"	"+"	46889	46895	"SLP2_0056"	"traY"	"--"	"SLP2_0057"	"traX"	46864	46891	"plasmid"	100	100	91.18	75	4	14	34	12	100	86.9591304347826	"Constitutive"	"plasmid"	"intergenic"
"ST4-74_pColIb.fa"	4712	4713	"ST4-74_pColIb.fa_4712_-"	"CDS"	"-"	4711	4717	"SLP2_0007"	"yaeA"	"+"	"SLP2_0007"	"yaeA"	4554	4788	"plasmid"	100	64.71	45.45	64.29	4	17	22	14	71.4319047619048	52.7766666666667	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	48066	48067	"ST4-74_pColIb.fa_48066_-"	"CDS"	"-"	48065	48071	"SLP2_0058"	"traW"	"-"	"SLP2_0058"	"traW"	47504	48707	"plasmid"	85.71	86.67	84.21	77.78	7	15	19	9	86.3645454545454	82.1432142857143	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	49876	49877	"ST4-74_pColIb.fa_49876_-"	"CDS"	"-"	49875	49881	"SLP2_0060"	"traU"	"-"	"SLP2_0060"	"traU"	49287	52332	"plasmid"	100	86.36	92.31	71.43	8	22	26	14	89.9973333333333	85.002	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	52063	52064	"ST4-74_pColIb.fa_52063_+"	"CDS"	"+"	52059	52065	"SLP2_0060"	"traU"	"-"	"SLP2_0060"	"traU"	49287	52332	"plasmid"	75	92.31	84	92.31	4	13	25	13	88.2370588235294	86.8428947368421	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	53311	53312	"ST4-74_pColIb.fa_53311_-"	"CDS"	"-"	53310	53316	"SLP2_0062"	"traS"	"-"	"SLP2_0062"	"traS"	53205	53394	"plasmid"	83.33	65.22	66.67	42.86	6	23	12	7	68.9668965517241	57.8978947368421	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	54337	54338	"ST4-74_pColIb.fa_54337_-"	"CDS"	"-"	54336	54342	"SLP2_0064"	"traQ"	"-"	"SLP2_0064"	"traQ"	53912	54440	"plasmid"	100	92.59	83.33	80	6	27	18	10	93.9372727272727	82.1407142857143	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	5589	5590	"ST4-74_pColIb.fa_5589_+"	"CDS"	"+"	5585	5591	"SLP2_0009"	"yafA"	"-"	"SLP2_0009"	"yafA"	5162	5657	"plasmid"	100	68.75	79.17	63.64	3	16	24	11	73.6842105263158	74.2891428571428	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	55990	55991	"ST4-74_pColIb.fa_55990_-"	"CDS"	"-"	55989	55995	"SLP2_0066"	"traO"	"-"	"SLP2_0066"	"traO"	55143	56433	"plasmid"	50	76.67	72.41	41.67	6	30	29	12	72.225	63.4129268292683	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	58906	58907	"ST4-74_pColIb.fa_58906_-"	"CDS"	"-"	58905	58911	"SLP2_0071"	"sogL"	"-"	"SLP2_0071"	"sogL"	58483	62251	"plasmid"	81.82	86.96	86.96	75	11	23	23	8	85.2970588235294	83.8735483870968	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	59693	59694	"ST4-74_pColIb.fa_59693_-"	"CDS"	"-"	59692	59698	"SLP2_0071"	"sogL"	"-"	"SLP2_0071"	"sogL"	58483	62251	"plasmid"	90.91	95.83	96.77	80	11	24	31	10	94.2837142857143	92.679756097561	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	59698	59699	"ST4-74_pColIb.fa_59698_+"	"CDS"	"+"	59694	59700	"SLP2_0071"	"sogL"	"-"	"SLP2_0071"	"sogL"	58483	62251	"plasmid"	100	88	96.15	73.33	7	25	26	15	90.625	87.8012195121951	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	63615	63616	"ST4-74_pColIb.fa_63615_-"	"CDS"	"-"	63614	63620	"SLP2_0074"	"traJ"	"-"	"SLP2_0074"	"traJ"	63193	64342	"plasmid"	85.71	72.22	81.25	71.43	7	18	16	7	75.9972	78.2613043478261	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	64479	64480	"ST4-74_pColIb.fa_64479_+"	"CDS"	"+"	64475	64481	"SLP2_0075"	"traI"	"-"	"SLP2_0075"	"traI"	64338	65157	"plasmid"	100	81.25	95.45	66.67	3	16	22	6	84.2105263157895	89.2828571428571	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	66067	66068	"ST4-74_pColIb.fa_66067_+"	"CDS"	"+"	66063	66069	"SLP2_0077"	"traG"	"-"	"SLP2_0077"	"traG"	66006	66591	"plasmid"	100	81.25	86.96	50	3	16	23	10	84.2105263157895	75.76	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	67619	67620	"ST4-74_pColIb.fa_67619_+"	"CDS"	"+"	67615	67621	"SLP2_0078"	"traF"	"-"	"SLP2_0078"	"traF"	66650	67853	"plasmid"	100	92.31	83.33	75	5	13	18	12	94.4461111111111	79.998	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	70345	70346	"ST4-74_pColIb.fa_70345_+"	"CDS"	"+"	70341	70347	"SLP2_0081"	"shfB"	"+"	"SLP2_0081"	"shfB"	70131	70383	"plasmid"	NA	100	88.89	62.5	NA	6	9	8	100	76.4711764705882	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	71716	71717	"ST4-74_pColIb.fa_71716_+"	"CDS"	"+"	71712	71718	"SLP2_0085"	"pilV"	"-"	"SLP2_0085"	"pilV"	71002	72295	"plasmid"	60	88.24	100	90	5	17	26	10	81.8218181818182	97.2222222222222	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	7502	7503	"ST4-74_pColIb.fa_7502_+"	"CDS"	"+"	7498	7504	"SLP2_0011"	"yagA"	"+"	"SLP2_0011"	"yagA"	6668	8015	"plasmid"	0	66.67	55.88	71.43	3	12	34	7	53.336	58.5348780487805	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	75702	75703	"ST4-74_pColIb.fa_75702_-"	"CDS"	"-"	75701	75707	"SLP2_0090"	"pilQ"	"-"	"SLP2_0090"	"pilQ"	75247	76801	"plasmid"	87.5	70	77.78	100	8	10	18	1	77.7777777777778	78.9494736842105	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	78174	78175	"ST4-74_pColIb.fa_78174_+"	"CDS"	"+"	78170	78176	"SLP2_0092"	"pilO"	"-"	"SLP2_0092"	"pilO"	77250	78546	"plasmid"	80	91.67	69.23	100	5	12	26	3	88.2376470588235	72.4131034482759	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	78341	78342	"ST4-74_pColIb.fa_78341_-"	"CDS"	"-"	78340	78346	"SLP2_0092"	"pilO"	"-"	"SLP2_0092"	"pilO"	77250	78546	"plasmid"	37.5	71.43	50	66.67	8	7	12	3	53.334	53.334	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	78680	78681	"ST4-74_pColIb.fa_78680_-"	"CDS"	"-"	78679	78685	"SLP2_0093"	"pilN"	"-"	"SLP2_0093"	"pilN"	78538	80221	"plasmid"	66.67	75	80	53.85	6	12	15	13	72.2233333333333	67.8589285714286	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	78977	78978	"ST4-74_pColIb.fa_78977_-"	"CDS"	"-"	78976	78982	"SLP2_0093"	"pilN"	"-"	"SLP2_0093"	"pilN"	78538	80221	"plasmid"	75	100	93.75	100	8	14	16	7	90.9090909090909	95.6521739130435	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	81278	81279	"ST4-74_pColIb.fa_81278_-"	"CDS"	"-"	81277	81283	"SLP2_0095"	"pilL"	"-"	"SLP2_0095"	"pilL"	80671	81739	"plasmid"	81.82	92.31	84.21	100	11	13	19	4	87.5020833333333	86.9560869565217	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	84223	84224	"ST4-74_pColIb.fa_84223_+"	"CDS"	"+"	84219	84225	"SLP2_0101"	"traC"	"-"	"SLP2_0101"	"traC"	84009	84693	"plasmid"	80	88.89	75	100	5	9	12	2	85.715	78.5714285714286	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pRSF1010.fa"	2083	2084	"ST4-74_pRSF1010.fa_2083_+"	"CDS"	"+"	2079	2085	"SLP3_0004"	"repA"	"-"	"SLP3_0004"	"repA"	1990	2827	"plasmid"	70.59	87.95	90	85.29	17	83	50	34	84.9988	88.0935714285714	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pRSF1010.fa"	2495	2496	"ST4-74_pRSF1010.fa_2495_+"	"CDS"	"+"	2491	2497	"SLP3_0004"	"repA"	"-"	"SLP3_0004"	"repA"	1990	2827	"plasmid"	78.26	82.61	85.48	87.23	23	92	62	47	81.74	86.2345871559633	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pRSF1010.fa"	2507	2508	"ST4-74_pRSF1010.fa_2507_+"	"CDS"	"+"	2503	2509	"SLP3_0004"	"repA"	"-"	"SLP3_0004"	"repA"	1990	2827	"plasmid"	100	88.37	86.27	94.44	19	86	51	36	90.4744761904762	89.6506896551724	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pRSF1010.fa"	3239	3240	"ST4-74_pRSF1010.fa_3239_+"	"CDS"	"+"	3235	3241	"SLP3_0006"	"SLP3_0006"	"-"	"SLP3_0006"	"SLP3_0006"	3067	3277	"plasmid"	79.31	80.2	81.82	81.13	29	101	66	53	80.0014615384615	81.5126890756302	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pRSF1010.fa"	4387	4388	"ST4-74_pRSF1010.fa_4387_+"	"CDS"	"+"	4383	4389	"SLP3_0008"	"mobA"	"-"	"SLP3_0008"	"mobA"	3340	5467	"plasmid"	88.89	77.78	87.69	82.05	27	90	65	39	80.3438461538461	85.575	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pRSF1010.fa"	4387	4388	"ST4-74_pRSF1010.fa_4387_+"	"CDS"	"+"	4383	4389	"SLP3_0009"	"mobB"	"-"	"SLP3_0009"	"mobB"	4308	4719	"plasmid"	88.89	77.78	87.69	82.05	27	90	65	39	80.3438461538461	85.575	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pRSF1010.fa"	8049	8050	"ST4-74_pRSF1010.fa_8049_+"	"CDS"	"+"	8045	8051	"SLP3_0014"	"aph(3'')-"	"-"	"SLP3_0014"	"aph(3'')-"	7853	8654	"plasmid"	83.33	80	88.64	28.57	12	30	44	63	80.9514285714286	53.2716822429907	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pRSF1010.fa"	8381	8382	"ST4-74_pRSF1010.fa_8381_+"	"CDS"	"+"	8377	8383	"SLP3_0014"	"aph(3'')-"	"-"	"SLP3_0014"	"aph(3'')-"	7853	8654	"plasmid"	50	47.06	58.82	66.67	8	17	17	12	48.0008	62.068275862069	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pSLT.fa"	14248	14249	"ST4-74_pSLT.fa_14248_+"	"CDS"	"+"	14244	14250	"SLP1_0011"	"traH"	"-"	"SLP1_0011"	"traH"	14007	15390	"plasmid"	66.67	71.43	76.19	75	3	7	21	4	70.002	75.9996	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pSLT.fa"	22938	22939	"ST4-74_pSLT.fa_22938_-"	"CDS"	"-"	22937	22943	"SLP1_0022"	"traC"	"-"	"SLP1_0022"	"traC"	22616	25265	"plasmid"	66.67	100	86.67	87.5	6	6	15	8	83.335	86.9586956521739	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pSLT.fa"	26972	26973	"ST4-74_pSLT.fa_26972_+"	"CDS"	"+"	26968	26974	"SLP1_0025"	"traV"	"-"	"SLP1_0025"	"traV"	26476	26992	"plasmid"	75	100	78.26	100	4	5	23	4	88.8888888888889	81.4807407407407	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pSLT.fa"	28554	28555	"ST4-74_pSLT.fa_28554_+"	"CDS"	"+"	28550	28556	"SLP1_0028"	"traB"	"-"	"SLP1_0028"	"traB"	27797	29219	"plasmid"	100	100	96.3	100	5	10	27	1	100	96.4321428571428	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pSLT.fa"	32095	32096	"ST4-74_pSLT.fa_32095_-"	"CDS"	"-"	32094	32100	"SLP1_0034"	"traJ"	"-"	"SLP1_0034"	"traJ"	31584	32271	"plasmid"	100	88.89	73.68	80	2	9	19	10	90.91	75.8593103448276	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pSLT.fa"	34125	34126	"ST4-74_pSLT.fa_34125_-"	"intergenic"	"-"	34124	34130	"SLP1_0036"	"no"	"+-"	"SLP1_0037"	"psiA"	33729	35367	"plasmid"	NA	100	80.95	75	NA	8	21	8	100	79.3086206896552	"Constitutive"	"plasmid"	"intergenic"
"ST4-74_pSLT.fa"	35092	35093	"ST4-74_pSLT.fa_35092_+"	"intergenic"	"+"	35088	35094	"SLP1_0036"	"no"	"+-"	"SLP1_0037"	"psiA"	33729	35367	"plasmid"	100	50	83.33	75	2	4	24	4	66.6666666666667	82.14	"Constitutive"	"plasmid"	"intergenic"
"ST4-74_pSLT.fa"	35325	35326	"ST4-74_pSLT.fa_35325_-"	"intergenic"	"-"	35324	35330	"SLP1_0036"	"no"	"+-"	"SLP1_0037"	"psiA"	33729	35367	"plasmid"	100	85.71	95.65	100	3	7	23	8	89.997	96.7725806451613	"Constitutive"	"plasmid"	"intergenic"
"ST4-74_pSLT.fa"	37329	37330	"ST4-74_pSLT.fa_37329_-"	"CDS"	"-"	37328	37334	"SLP1_0039"	"PSLT068"	"-"	"SLP1_0039"	"PSLT068"	36575	38573	"plasmid"	60	87.5	90.48	90	5	8	21	10	76.9230769230769	90.3251612903226	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pSLT.fa"	38771	38772	"ST4-74_pSLT.fa_38771_-"	"CDS"	"-"	38770	38776	"SLP1_0040"	"PSLT067"	"-"	"SLP1_0040"	"PSLT067"	38641	38884	"plasmid"	80	90.91	74.07	100	5	11	27	8	87.500625	79.9968571428571	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pSLT.fa"	39182	39183	"ST4-74_pSLT.fa_39182_-"	"CDS"	"-"	39181	39187	"SLP1_0041"	"ssbB"	"-"	"SLP1_0041"	"ssbB"	38938	39457	"plasmid"	100	88.89	90.62	90	5	9	32	10	92.8578571428571	90.472380952381	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pSLT.fa"	43320	43321	"ST4-74_pSLT.fa_43320_+"	"CDS"	"+"	43316	43322	"SLP1_0047"	"SLP1_0047"	"-"	"SLP1_0047"	"SLP1_0047"	42983	43397	"plasmid"	100	100	85	66.67	5	6	20	6	100	80.77	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pSLT.fa"	48123	48124	"ST4-74_pSLT.fa_48123_-"	"CDS"	"-"	48122	48128	"SLP1_0054"	"parB"	"-"	"SLP1_0054"	"parB"	47843	48821	"plasmid"	100	71.43	65.38	85.71	3	14	26	7	76.4717647058824	69.6924242424242	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pSLT.fa"	49060	49061	"ST4-74_pSLT.fa_49060_+"	"CDS"	"+"	49056	49062	"SLP1_0055"	"parA"	"-"	"SLP1_0055"	"parA"	48817	50023	"plasmid"	75	85.71	95.45	69.23	8	7	22	13	79.998	85.7111428571429	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pSLT.fa"	56558	56559	"ST4-74_pSLT.fa_56558_+"	"CDS"	"+"	56554	56560	"SLP1_0062"	"rlgA"	"+"	"SLP1_0062"	"rlgA"	56518	57079	"plasmid"	100	75	86.96	75	4	8	23	12	83.3333333333333	82.8594285714286	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pSLT.fa"	60414	60415	"ST4-74_pSLT.fa_60414_-"	"CDS"	"-"	60413	60419	"SLP1_0065"	"PSLT042"	"-"	"SLP1_0065"	"PSLT042"	59873	60869	"plasmid"	66.67	100	90.91	100	3	11	22	9	92.8578571428571	93.5490322580645	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pSLT.fa"	60953	60954	"ST4-74_pSLT.fa_60953_+"	"intergenic"	"+"	60949	60955	"SLP1_0065"	"PSLT042"	"-+"	"SLP1_0066"	"spvR"	60869	61519	"plasmid"	100	90.91	66.67	91.67	6	11	21	12	94.1182352941177	75.7609090909091	"Constitutive"	"plasmid"	"intergenic"
"ST4-74_pSLT.fa"	61844	61845	"ST4-74_pSLT.fa_61844_-"	"CDS"	"-"	61843	61849	"SLP1_0066"	"spvR"	"+"	"SLP1_0066"	"spvR"	61519	62413	"plasmid"	100	75	80.77	100	3	8	26	13	81.8181818181818	87.18	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pSLT.fa"	63913	63914	"ST4-74_pSLT.fa_63913_-"	"CDS"	"-"	63912	63918	"SLP1_0068"	"spvB"	"+"	"SLP1_0068"	"spvB"	63873	65649	"plasmid"	100	100	85	70	1	5	20	10	100	80	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pSLT.fa"	6465	6466	"ST4-74_pSLT.fa_6465_+"	"CDS"	"+"	6461	6467	"SLP1_0003"	"traI"	"-"	"SLP1_0003"	"traI"	1398	6657	"plasmid"	66.67	85.71	50	60	3	7	18	5	79.998	52.1739130434783	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pSLT.fa"	71075	71076	"ST4-74_pSLT.fa_71075_+"	"CDS"	"+"	71071	71077	"SLP1_0075"	"PSLT032"	"-"	"SLP1_0075"	"PSLT032"	71033	71585	"plasmid"	100	100	81.82	100	4	8	22	8	100	86.668	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pSLT.fa"	7214	7215	"ST4-74_pSLT.fa_7214_+"	"CDS"	"+"	7210	7216	"SLP1_0004"	"trbH"	"-"	"SLP1_0004"	"trbH"	6653	7373	"plasmid"	75	0	76.92	100	4	3	13	4	42.8571428571429	82.3505882352941	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pSLT.fa"	72205	72206	"ST4-74_pSLT.fa_72205_+"	"CDS"	"+"	72201	72207	"SLP1_0076"	"rsdB"	"-"	"SLP1_0076"	"rsdB"	71593	72376	"plasmid"	80	54.55	100	61.54	5	11	14	13	62.503125	81.4822222222222	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pSLT.fa"	7260	7261	"ST4-74_pSLT.fa_7260_+"	"CDS"	"+"	7256	7262	"SLP1_0004"	"trbH"	"-"	"SLP1_0004"	"trbH"	6653	7373	"plasmid"	62.5	50	66.67	100	8	8	21	3	56.25	70.83625	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pSLT.fa"	74554	74555	"ST4-74_pSLT.fa_74554_+"	"CDS"	"+"	74550	74556	"SLP1_0081"	"PSLT026"	"+"	"SLP1_0081"	"PSLT026"	74421	74943	"plasmid"	75	75	87.5	71.43	4	12	16	7	75	82.6091304347826	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pSLT.fa"	75401	75402	"ST4-74_pSLT.fa_75401_-"	"intergenic"	"-"	75400	75406	"SLP1_0081"	"PSLT026"	"++"	"SLP1_0082"	"PSLT025"	74943	75426	"plasmid"	100	81.82	90.91	75	4	11	11	8	86.668	84.211052631579	"Constitutive"	"plasmid"	"intergenic"
"ST4-74_pSLT.fa"	77336	77337	"ST4-74_pSLT.fa_77336_-"	"intergenic"	"-"	77335	77341	"SLP1_0084"	"repA2"	"+-"	"SLP1_0085"	"PSLT020"	77206	78077	"plasmid"	75	88.89	82.35	87.5	4	9	17	8	84.6161538461538	83.998	"Constitutive"	"plasmid"	"intergenic"
"ST4-74_pSLT.fa"	8405	8406	"ST4-74_pSLT.fa_8405_-"	"CDS"	"-"	8404	8410	"SLP1_0007"	"traD"	"-"	"SLP1_0007"	"traD"	7372	9535	"plasmid"	33.33	66.67	50	66.67	3	6	12	6	55.5566666666667	55.5566666666667	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pSLT.fa"	8735	8736	"ST4-74_pSLT.fa_8735_+"	"CDS"	"+"	8731	8737	"SLP1_0007"	"traD"	"-"	"SLP1_0007"	"traD"	7372	9535	"plasmid"	50	85.71	87.5	75	4	7	24	4	72.7245454545454	85.7142857142857	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pSLT.fa"	92183	92184	"ST4-74_pSLT.fa_92183_+"	"intergenic"	"+"	92179	92185	"SLP1_0101"	"repA3"	"--"	"SLP1_0102"	"repC"	92119	92241	"plasmid"	100	100	92.31	70	2	5	13	10	100	82.61	"Constitutive"	"plasmid"	"intergenic"
