"affected_lt","chrom","m_start","m_stop","pos_id","f_type","met_dir","site_start","site_stop","locus_tag","id2","f_dir","locus_tag1","id21","f_start","f_stop","domain","MEP.1.x","MEP.2.x","LSP.1.x","LSP.2.x","MEP.1.y","MEP.2.y","LSP.1.y","LSP.2.y","MEP_wt_mean","LSP_wt_mean","methyl_status","dna","feature","log2FCMethyl","rel_genomic_pos","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","DEG"
"SL1344_0033","ST4-74.fa",34857,34858,"ST4-74.fa_34857_-","intergenic","-",34856,34862,"SL1344_0032","STM0031","-+","SL1344_0033","STM0032",34816,35338,"NSR",11.11,35.29,15.69,0,9,17,51,13,26.92,12.50296875,"UM","chromosome","intergenic",0,-481,138.783856640548,1.97187830398607,0.315527165141656,6.24947238093049,4.11841558542024e-10,1.14095533096086e-09,"DEG"
"SL1344_0037","ST4-74.fa",42248,42249,"ST4-74.fa_42248_+","CDS","+",42244,42250,"SL1344_0037","STM0036","+","SL1344_0037","STM0036",41722,42913,"NSR",80,73.68,66.67,53.85,10,19,60,13,75.8593103448276,64.3869863013699,"Constitutive","chromosome","intragenic",-0.236747298882213,523,53.1358903180874,-0.256960736170543,0.356925696710472,-0.719927812815848,0.471569442544777,0.524186006505252,"non-DEG"
"SL1344_0037","ST4-74.fa",42245,42246,"ST4-74.fa_42245_-","CDS","-",42244,42250,"SL1344_0037","STM0036","+","SL1344_0037","STM0036",41722,42913,"NSR",71.43,73.91,71.7,50,7,23,53,8,73.3313333333333,68.8540983606557,"Constitutive","chromosome","intragenic",-0.0910839646694439,523,53.1358903180874,-0.256960736170543,0.356925696710472,-0.719927812815848,0.471569442544777,0.524186006505252,"non-DEG"
"SL1344_0042","ST4-74.fa",48543,48544,"ST4-74.fa_48543_-","CDS","-",48542,48548,"SL1344_0042","STM0041","-","SL1344_0042","STM0041",48371,50411,"NSR",100,92.31,83.33,71.43,3,13,48,7,93.751875,81.8154545454546,"Constitutive","chromosome","intragenic",-0.196628033238917,1864,56.6057747646628,-0.747444772391686,0.385979931252554,-1.93648610166371,0.05280819313874,0.0719409747308424,"non-DEG"
"SL1344_0042","ST4-74.fa",48546,48547,"ST4-74.fa_48546_+","CDS","+",48542,48548,"SL1344_0042","STM0041","-","SL1344_0042","STM0041",48371,50411,"NSR",72.73,100,83.87,77.78,11,11,62,9,86.365,83.0980281690141,"Constitutive","chromosome","intragenic",-0.0557995617728584,1864,56.6057747646628,-0.747444772391686,0.385979931252554,-1.93648610166371,0.05280819313874,0.0719409747308424,"non-DEG"
"SL1344_0059","ST4-74.fa",68825,68826,"ST4-74.fa_68825_-","CDS","-",68824,68830,"SL1344_0059","citC2","+","SL1344_0059","citC2",68636,69683,"NSR",0,11.11,14.71,22.22,6,9,68,9,6.666,15.5877922077922,"UM","chromosome","intragenic",0,189,16.409038466888,-0.560503526505928,0.608293141406407,-0.921436538327578,0.356822559761149,0.408737317431316,"non-DEG"
"SL1344_0059","ST4-74.fa",68828,68829,"ST4-74.fa_68828_+","CDS","+",68824,68830,"SL1344_0059","citC2","+","SL1344_0059","citC2",68636,69683,"NSR",0,0,0,10,10,18,53,10,0,1.58730158730159,"UM","chromosome","intragenic",0,189,16.409038466888,-0.560503526505928,0.608293141406407,-0.921436538327578,0.356822559761149,0.408737317431316,"non-DEG"
"SL1344_0065","ST4-74.fa",74023,74024,"ST4-74.fa_74023_+","CDS","+",74019,74025,"SL1344_0065","dapB","+","SL1344_0065","dapB",74019,74841,"NSR",100,92.31,75,81.82,9,13,60,11,95.4559090909091,76.0566197183099,"Constitutive","chromosome","intragenic",-0.327911817364866,1,445.799429125602,1.56651478622302,0.230116295663258,6.80749175849498,9.9314998158866e-12,3.06536046464573e-11,"DEG"
"SL1344_0065","ST4-74.fa",74020,74021,"ST4-74.fa_74020_-","CDS","-",74019,74025,"SL1344_0065","dapB","+","SL1344_0065","dapB",74019,74841,"NSR",83.33,73.33,66.67,72.73,6,15,72,11,76.1871428571429,67.4731325301205,"Constitutive","chromosome","intragenic",-0.175423759970047,1,445.799429125602,1.56651478622302,0.230116295663258,6.80749175849498,9.9314998158866e-12,3.06536046464573e-11,"DEG"
"SL1344_0066A","ST4-74.fa",75438,75439,"ST4-74.fa_75438_-","CDS","-",75437,75443,"SL1344_0066A","STM0065","+","SL1344_0066A","STM0065",75090,75438,"NSR",0,0,0,5.88,8,10,71,17,0,1.13590909090909,"UM","chromosome","intragenic",0,348,6.10893711022792,-0.421209135068856,0.916661060289923,-0.459503684966869,0.645872506448808,0.69283253303709,"non-DEG"
"SL1344_0066A","ST4-74.fa",75441,75442,"ST4-74.fa_75441_+","CDS","+",75437,75443,"SL1344_0066A","STM0065","+","SL1344_0066A","STM0065",75090,75438,"NSR",0,0,11.32,0,8,13,53,7,0,9.99933333333333,"UM","chromosome","intragenic",0,348,6.10893711022792,-0.421209135068856,0.916661060289923,-0.459503684966869,0.645872506448808,0.69283253303709,"non-DEG"
"SL1344_0067","ST4-74.fa",75524,75525,"ST4-74.fa_75524_+","intergenic","+",75520,75526,"SL1344_0066A","STM0065","++","SL1344_0067","carA",75438,75882,"NSR",0,0,0,0,8,14,50,7,0,0,"UM","chromosome","intergenic",0,-361,322.136139830332,1.55371445499841,0.27676958541354,5.61374709102123,1.97991537109438e-08,4.87565062749673e-08,"DEG"
"SL1344_0067","ST4-74.fa",75441,75442,"ST4-74.fa_75441_+","intergenic","+",75437,75443,"SL1344_0066A","STM0065","++","SL1344_0067","carA",75438,75882,"NSR",0,0,11.32,0,8,13,53,7,0,9.99933333333333,"UM","chromosome","intergenic",0,-444,322.136139830332,1.55371445499841,0.27676958541354,5.61374709102123,1.97991537109438e-08,4.87565062749673e-08,"DEG"
"SL1344_0067","ST4-74.fa",75521,75522,"ST4-74.fa_75521_-","intergenic","-",75520,75526,"SL1344_0066A","STM0065","++","SL1344_0067","carA",75438,75882,"NSR",0,0,0,0,8,10,63,17,0,0,"UM","chromosome","intergenic",0,-361,322.136139830332,1.55371445499841,0.27676958541354,5.61374709102123,1.97991537109438e-08,4.87565062749673e-08,"DEG"
"SL1344_0067","ST4-74.fa",75438,75439,"ST4-74.fa_75438_-","intergenic","-",75437,75443,"SL1344_0066A","STM0065","++","SL1344_0067","carA",75438,75882,"NSR",0,0,0,5.88,8,10,71,17,0,1.13590909090909,"UM","chromosome","intergenic",0,-444,322.136139830332,1.55371445499841,0.27676958541354,5.61374709102123,1.97991537109438e-08,4.87565062749673e-08,"DEG"
"SL1344_0070","ST4-74.fa",81428,81429,"ST4-74.fa_81428_+","CDS","+",81424,81430,"SL1344_0070","caiE","-","SL1344_0070","caiE",81022,81619,"NSR",80,81.25,64,77.78,5,16,50,9,80.9523809523809,66.1020338983051,"Constitutive","chromosome","intragenic",-0.292557054817284,190,23.6393621507788,0.17043394259314,0.587310279667017,0.290194039664639,0.771667795781716,0.805949902548851,"non-DEG"
"SL1344_0070","ST4-74.fa",81425,81426,"ST4-74.fa_81425_-","CDS","-",81424,81430,"SL1344_0070","caiE","-","SL1344_0070","caiE",81022,81619,"NSR",100,68.75,70.31,30,6,16,64,10,77.2727272727273,64.8627027027027,"Constitutive","chromosome","intragenic",-0.252756867788565,190,23.6393621507788,0.17043394259314,0.587310279667017,0.290194039664639,0.771667795781716,0.805949902548851,"non-DEG"
"SL1344_0116","ST4-74.fa",136645,136646,"ST4-74.fa_136645_-","CDS","-",136644,136650,"SL1344_0116","ilvI","+","SL1344_0116","ilvI",135900,137562,"NSR",87.5,61.9,68.33,36.36,16,21,60,11,72.9702702702703,63.3769014084507,"Constitutive","chromosome","intragenic",-0.203549367788042,745,108.799140616159,-0.0224636003962701,0.308836936786316,-0.0727361196818654,0.942016105310829,0.952619703682167,"non-DEG"
"SL1344_0116","ST4-74.fa",136618,136619,"ST4-74.fa_136618_+","CDS","+",136614,136620,"SL1344_0116","ilvI","+","SL1344_0116","ilvI",135900,137562,"NSR",40,21.05,26.56,14.29,15,19,64,7,29.4102941176471,25.3502816901408,"UM","chromosome","intragenic",0,715,108.799140616159,-0.0224636003962701,0.308836936786316,-0.0727361196818654,0.942016105310829,0.952619703682167,"non-DEG"
"SL1344_0116","ST4-74.fa",136648,136649,"ST4-74.fa_136648_+","CDS","+",136644,136650,"SL1344_0116","ilvI","+","SL1344_0116","ilvI",135900,137562,"NSR",78.57,61.9,69.57,42.86,14,21,69,7,68.568,67.1098684210526,"Constitutive","chromosome","intragenic",-0.0312209018125761,745,108.799140616159,-0.0224636003962701,0.308836936786316,-0.0727361196818654,0.942016105310829,0.952619703682167,"non-DEG"
"SL1344_0116","ST4-74.fa",136615,136616,"ST4-74.fa_136615_-","CDS","-",136614,136620,"SL1344_0116","ilvI","+","SL1344_0116","ilvI",135900,137562,"NSR",14.29,28.57,29.82,20,14,21,57,10,22.858,28.354328358209,"UM","chromosome","intragenic",0,715,108.799140616159,-0.0224636003962701,0.308836936786316,-0.0727361196818654,0.942016105310829,0.952619703682167,"non-DEG"
"SL1344_0121","ST4-74.fa",141574,141575,"ST4-74.fa_141574_+","CDS","+",141570,141576,"SL1344_0121","ftsL","+","SL1344_0121","ftsL",141347,141713,"NSR",9.09,5.88,12.68,0,11,17,71,1,7.14107142857143,12.5038888888889,"UM","chromosome","intragenic",0,224,409.430483193367,-0.780231688957717,0.298995260508556,-2.60951189537464,0.00906714936009001,0.0137565827595334,"non-DEG"
"SL1344_0121","ST4-74.fa",141571,141572,"ST4-74.fa_141571_-","CDS","-",141570,141576,"SL1344_0121","ftsL","+","SL1344_0121","ftsL",141347,141713,"NSR",0,0,12.5,0,15,24,56,9,0,10.7692307692308,"UM","chromosome","intragenic",0,224,409.430483193367,-0.780231688957717,0.298995260508556,-2.60951189537464,0.00906714936009001,0.0137565827595334,"non-DEG"
"SL1344_0136","ST4-74.fa",159611,159612,"ST4-74.fa_159611_-","CDS","-",159610,159616,"SL1344_0136","secA","+","SL1344_0136","secA",158692,161398,"NSR",22.22,40,20,37.5,9,15,50,8,33.3325,22.4137931034483,"UM","chromosome","intragenic",0,919,1032.89660966434,-3.22153538382953,0.246617900034798,-13.0628611442031,5.3672012441668e-39,6.08161924761332e-38,"DEG"
"SL1344_0136","ST4-74.fa",159614,159615,"ST4-74.fa_159614_+","CDS","+",159610,159616,"SL1344_0136","secA","+","SL1344_0136","secA",158692,161398,"NSR",12.5,57.14,25,33.33,8,14,52,9,40.9072727272727,26.2290163934426,"MEP-specific","chromosome","intragenic",-0.641546281311644,919,1032.89660966434,-3.22153538382953,0.246617900034798,-13.0628611442031,5.3672012441668e-39,6.08161924761332e-38,"DEG"
"SL1344_0146","ST4-74.fa",169506,169507,"ST4-74.fa_169506_+","CDS","+",169502,169508,"SL1344_0146","ampD","+","SL1344_0146","ampD",169357,169921,"NSR",9.09,11.76,12.07,0,11,17,58,10,10.7110714285714,10.295,"UM","chromosome","intragenic",0,146,83.1418865410053,-1.70029908947671,0.363976951196823,-4.67144714489699,2.99085064693677e-06,6.39208564347446e-06,"DEG"
"SL1344_0146","ST4-74.fa",169503,169504,"ST4-74.fa_169503_-","CDS","-",169502,169508,"SL1344_0146","ampD","+","SL1344_0146","ampD",169357,169921,"NSR",0,0,25.64,11.11,10,17,39,9,0,22.915625,"UM","chromosome","intragenic",0,146,83.1418865410053,-1.70029908947671,0.363976951196823,-4.67144714489699,2.99085064693677e-06,6.39208564347446e-06,"DEG"
"SL1344_0147","ST4-74.fa",170540,170541,"ST4-74.fa_170540_-","CDS","-",170539,170545,"SL1344_0147","ampE","+","SL1344_0147","ampE",169917,170772,"NSR",42.86,53.33,48.89,50,14,15,45,10,48.2755172413793,49.0918181818182,"Constitutive","chromosome","intragenic",0.023892067878113,623,181.551626221855,-1.04678599825192,0.267377704752509,-3.91500854276855,9.0401007003491e-05,0.000170403696603433,"DEG"
"SL1344_0147","ST4-74.fa",170543,170544,"ST4-74.fa_170543_+","CDS","+",170539,170545,"SL1344_0147","ampE","+","SL1344_0147","ampE",169917,170772,"NSR",62.5,91.67,52.63,33.33,8,12,57,9,80.002,49.9981818181818,"Constitutive","chromosome","intragenic",-0.678340755731797,623,181.551626221855,-1.04678599825192,0.267377704752509,-3.91500854276855,9.0401007003491e-05,0.000170403696603433,"DEG"
"SL1344_0150","ST4-74.fa",175054,175055,"ST4-74.fa_175054_+","intergenic","+",175050,175056,"SL1344_0150","aroP","-+","SL1344_0151","pdhR",174757,175319,"NSR",0,0,3.12,18.18,5,11,64,11,0,5.3288,"UM","chromosome","intergenic",0,-292,129.206193864842,0.179816816087545,0.351967518260629,0.510890371293843,0.609427823815524,0.65936158744428,"non-DEG"
"SL1344_0150","ST4-74.fa",175044,175045,"ST4-74.fa_175044_+","intergenic","+",175040,175046,"SL1344_0150","aroP","-+","SL1344_0151","pdhR",174757,175319,"NSR",0,0,0,0,5,13,66,11,0,0,"UM","chromosome","intergenic",0,-282,129.206193864842,0.179816816087545,0.351967518260629,0.510890371293843,0.609427823815524,0.65936158744428,"non-DEG"
"SL1344_0150","ST4-74.fa",175051,175052,"ST4-74.fa_175051_-","intergenic","-",175050,175056,"SL1344_0150","aroP","-+","SL1344_0151","pdhR",174757,175319,"NSR",0,0,0,0,12,20,50,10,0,0,"UM","chromosome","intergenic",0,-292,129.206193864842,0.179816816087545,0.351967518260629,0.510890371293843,0.609427823815524,0.65936158744428,"non-DEG"
"SL1344_0150","ST4-74.fa",175041,175042,"ST4-74.fa_175041_-","intergenic","-",175040,175046,"SL1344_0150","aroP","-+","SL1344_0151","pdhR",174757,175319,"NSR",0,0,5.88,0,12,20,51,10,0,4.91606557377049,"UM","chromosome","intergenic",0,-282,129.206193864842,0.179816816087545,0.351967518260629,0.510890371293843,0.609427823815524,0.65936158744428,"non-DEG"
"SL1344_0151","ST4-74.fa",175051,175052,"ST4-74.fa_175051_-","intergenic","-",175050,175056,"SL1344_0150","aroP","-+","SL1344_0151","pdhR",174757,175319,"NSR",0,0,0,0,12,20,50,10,0,0,"UM","chromosome","intergenic",0,-268,1534.26078343964,-4.26404303178854,0.2684837324945,-15.881941867282,8.45207086818974e-57,1.72855156657978e-55,"DEG"
"SL1344_0151","ST4-74.fa",175041,175042,"ST4-74.fa_175041_-","intergenic","-",175040,175046,"SL1344_0150","aroP","-+","SL1344_0151","pdhR",174757,175319,"NSR",0,0,5.88,0,12,20,51,10,0,4.91606557377049,"UM","chromosome","intergenic",0,-278,1534.26078343964,-4.26404303178854,0.2684837324945,-15.881941867282,8.45207086818974e-57,1.72855156657978e-55,"DEG"
"SL1344_0151","ST4-74.fa",175044,175045,"ST4-74.fa_175044_+","intergenic","+",175040,175046,"SL1344_0150","aroP","-+","SL1344_0151","pdhR",174757,175319,"NSR",0,0,0,0,5,13,66,11,0,0,"UM","chromosome","intergenic",0,-278,1534.26078343964,-4.26404303178854,0.2684837324945,-15.881941867282,8.45207086818974e-57,1.72855156657978e-55,"DEG"
"SL1344_0151","ST4-74.fa",175054,175055,"ST4-74.fa_175054_+","intergenic","+",175050,175056,"SL1344_0150","aroP","-+","SL1344_0151","pdhR",174757,175319,"NSR",0,0,3.12,18.18,5,11,64,11,0,5.3288,"UM","chromosome","intergenic",0,-268,1534.26078343964,-4.26404303178854,0.2684837324945,-15.881941867282,8.45207086818974e-57,1.72855156657978e-55,"DEG"
"SL1344_0152","ST4-74.fa",178254,178255,"ST4-74.fa_178254_-","CDS","-",178253,178259,"SL1344_0152","aceE","+","SL1344_0152","aceE",176243,178907,"NSR",100,94.44,83.64,66.67,11,18,55,12,96.5489655172414,80.6005970149254,"Constitutive","chromosome","intragenic",-0.260619694940272,2011,4844.77858172959,-5.46220181636299,0.214895616416052,-25.4179303768942,1.59792004537649e-142,2.77211577527211e-140,"DEG"
"SL1344_0152","ST4-74.fa",178257,178258,"ST4-74.fa_178257_+","CDS","+",178253,178259,"SL1344_0152","aceE","+","SL1344_0152","aceE",176243,178907,"NSR",100,100,83.61,58.33,6,11,61,12,100,79.4543835616438,"Constitutive","chromosome","intragenic",-0.331945540774106,2011,4844.77858172959,-5.46220181636299,0.214895616416052,-25.4179303768942,1.59792004537649e-142,2.77211577527211e-140,"DEG"
"SL1344_0155","ST4-74.fa",182500,182501,"ST4-74.fa_182500_+","intergenic","+",182496,182502,"SL1344_0154","lpdA","++","SL1344_0155","STM0155",182435,182723,"NSR",83.33,76.92,63.16,58.33,6,13,57,12,78.9442105263158,62.32,"Constitutive","chromosome","intergenic",-0.341320971805115,-226,7.85256777310743,-3.2804709339778,1.21677783598788,-2.69603113810374,0.00701711067946421,0.0107927495653881,"DEG"
"SL1344_0155","ST4-74.fa",182497,182498,"ST4-74.fa_182497_-","intergenic","-",182496,182502,"SL1344_0154","lpdA","++","SL1344_0155","STM0155",182435,182723,"NSR",69.23,56.25,74.51,33.33,13,16,51,12,62.0686206896552,66.6661904761905,"Constitutive","chromosome","intergenic",0.102858786187158,-226,7.85256777310743,-3.2804709339778,1.21677783598788,-2.69603113810374,0.00701711067946421,0.0107927495653881,"DEG"
"SL1344_0156","ST4-74.fa",183430,183431,"ST4-74.fa_183430_+","CDS","+",183426,183432,"SL1344_0156","STM0156","-","SL1344_0156","STM0156",183045,183837,"NSR",87.5,86.67,78.46,63.64,8,15,65,11,86.9586956521739,76.315,"Constitutive","chromosome","intragenic",-0.188529544823649,406,16.1521001695594,0.50009606986802,0.617749668244805,0.809544861900015,0.41820180902586,0.470477035154092,"non-DEG"
"SL1344_0156","ST4-74.fa",183190,183191,"ST4-74.fa_183190_+","CDS","+",183186,183192,"SL1344_0156","STM0156","-","SL1344_0156","STM0156",183045,183837,"NSR",16.67,20,14.52,28.57,6,15,62,7,19.0485714285714,15.9453623188406,"UM","chromosome","intragenic",0,646,16.1521001695594,0.50009606986802,0.617749668244805,0.809544861900015,0.41820180902586,0.470477035154092,"non-DEG"
"SL1344_0156","ST4-74.fa",183427,183428,"ST4-74.fa_183427_-","CDS","-",183426,183432,"SL1344_0156","STM0156","-","SL1344_0156","STM0156",183045,183837,"NSR",91.67,94.44,78.95,54.55,12,18,57,11,93.332,75.0029411764706,"Constitutive","chromosome","intragenic",-0.31557920888124,406,16.1521001695594,0.50009606986802,0.617749668244805,0.809544861900015,0.41820180902586,0.470477035154092,"non-DEG"
"SL1344_0156","ST4-74.fa",183187,183188,"ST4-74.fa_183187_-","CDS","-",183186,183192,"SL1344_0156","STM0156","-","SL1344_0156","STM0156",183045,183837,"NSR",16.67,18.75,12.73,0,12,16,55,10,17.8585714285714,10.7715384615385,"UM","chromosome","intragenic",0,646,16.1521001695594,0.50009606986802,0.617749668244805,0.809544861900015,0.41820180902586,0.470477035154092,"non-DEG"
"SL1344_0173","ST4-74.fa",202633,202634,"ST4-74.fa_202633_+","CDS","+",202629,202635,"SL1344_0173","yadG","+","SL1344_0173","yadG",202176,203103,"NSR",42.86,52.17,42.11,18.18,7,23,57,11,49.9976666666667,38.2389705882353,"Constitutive","chromosome","intragenic",-0.38710560538273,454,108.204323409654,-1.51994881345896,0.330558860334129,-4.59811850731393,4.26323487208795e-06,9.02707686930743e-06,"DEG"
"SL1344_0173","ST4-74.fa",202630,202631,"ST4-74.fa_202630_-","CDS","-",202629,202635,"SL1344_0173","yadG","+","SL1344_0173","yadG",202176,203103,"NSR",30,40,59.7,42.86,10,15,67,14,36,56.7893827160494,"Constitutive","chromosome","intragenic",0.657223630647429,454,108.204323409654,-1.51994881345896,0.330558860334129,-4.59811850731393,4.26323487208795e-06,9.02707686930743e-06,"DEG"
"SL1344_0174","ST4-74.fa",203259,203260,"ST4-74.fa_203259_+","CDS","+",203255,203261,"SL1344_0174","yadH","+","SL1344_0174","yadH",203099,203870,"NSR",16.67,39.13,53.33,16.67,6,23,60,12,34.4831034482759,47.22,"LSP-specific","chromosome","intragenic",0.45309010331543,157,64.0151905531111,-1.03811172759814,0.473412492304106,-2.19282706830491,0.0283198409224943,0.0403617902779232,"DEG"
"SL1344_0174","ST4-74.fa",203256,203257,"ST4-74.fa_203256_-","CDS","-",203255,203261,"SL1344_0174","yadH","+","SL1344_0174","yadH",203099,203870,"NSR",54.55,62.5,53.23,40,11,16,62,10,59.2611111111111,51.3925,"Constitutive","chromosome","intragenic",-0.205771268799359,157,64.0151905531111,-1.03811172759814,0.473412492304106,-2.19282706830491,0.0283198409224943,0.0403617902779232,"DEG"
"SL1344_0185","ST4-74.fa",214605,214606,"ST4-74.fa_214605_+","CDS","+",214601,214607,"SL1344_0185","pcnB","-","SL1344_0185","pcnB",213869,215288,"NSR",90.91,84.62,86.96,80,11,13,46,10,87.5029166666666,85.7171428571429,"Constitutive","chromosome","intragenic",-0.0299122079111606,682,669.015140493802,-4.47762235696515,0.263959469385114,-16.9632950369071,1.53490415491323e-64,4.08576867903092e-63,"DEG"
"SL1344_0185","ST4-74.fa",214602,214603,"ST4-74.fa_214602_-","CDS","-",214601,214607,"SL1344_0185","pcnB","-","SL1344_0185","pcnB",213869,215288,"NSR",100,90.91,84.21,85.71,8,11,57,14,94.7373684210526,84.5057746478873,"Constitutive","chromosome","intragenic",-0.165035943026931,682,669.015140493802,-4.47762235696515,0.263959469385114,-16.9632950369071,1.53490415491323e-64,4.08576867903092e-63,"DEG"
"SL1344_0186","ST4-74.fa",215903,215904,"ST4-74.fa_215903_-","CDS","-",215902,215908,"SL1344_0186","yadB","-","SL1344_0186","yadB",215428,216370,"NSR",11.11,18.18,26.98,0,9,11,63,12,14.9985,22.6632,"UM","chromosome","intragenic",0,463,147.16616337874,-1.28187562126607,0.331255058558469,-3.86975410079604,0.00010894518082537,0.000203901086220696,"DEG"
"SL1344_0186","ST4-74.fa",215906,215907,"ST4-74.fa_215906_+","CDS","+",215902,215908,"SL1344_0186","yadB","-","SL1344_0186","yadB",215428,216370,"NSR",0,0,6.38,10,11,15,47,10,0,7.01508771929825,"UM","chromosome","intragenic",0,463,147.16616337874,-1.28187562126607,0.331255058558469,-3.86975410079604,0.00010894518082537,0.000203901086220696,"DEG"
