"affected_lt","chrom","m_start","m_stop","pos_id","f_type","met_dir","site_start","site_stop","locus_tag","id2","f_dir","locus_tag1","id21","f_start","f_stop","domain","MEP.1.x","MEP.2.x","LSP.1.x","LSP.2.x","MEP.1.y","MEP.2.y","LSP.1.y","LSP.2.y","MEP_wt_mean","LSP_wt_mean","methyl_status","dna","feature","log2FCMethyl","rel_genomic_pos","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","DEG"
"SL1344_0001","ST4-74.fa",24,25,"ST4-74.fa_24_+","intergenic","+",23,27,"SL1344_4527","lasT","++","SL1344_0001","thrL",0,168,"NSR",100,85.71,94.12,100,1,7,34,3,87.49625,94.5967567567568,"Constitutive","chromosome","intergenic",0.112404658802592,-144,540.607668844581,-0.300683102916366,0.30093766122205,-0.999154116155981,0.317720039250852,0.368367195254037,"non-DEG"
"SL1344_0002","ST4-74.fa",778,779,"ST4-74.fa_778_-","CDS","-",776,780,"SL1344_0002","thrA","+","SL1344_0002","thrA",336,2799,"NSR",50,100,87.88,100,4,5,33,8,77.7777777777778,90.2448780487805,"Constitutive","chromosome","intragenic",0.214301559575307,443,186.870421939942,0.109645237819875,0.301343048402623,0.363855208876028,0.715966133430446,0.755934022515965,"non-DEG"
"SL1344_0002","ST4-74.fa",2761,2762,"ST4-74.fa_2761_+","CDS","+",2760,2764,"SL1344_0002","thrA","+","SL1344_0002","thrA",336,2799,"NSR",100,89.47,92.31,100,3,19,39,3,90.9059090909091,92.8592857142857,"Constitutive","chromosome","intragenic",0.0305134143410713,2426,186.870421939942,0.109645237819875,0.301343048402623,0.363855208876028,0.715966133430446,0.755934022515965,"non-DEG"
"SL1344_0002","ST4-74.fa",1219,1220,"ST4-74.fa_1219_-","CDS","-",1217,1221,"SL1344_0002","thrA","+","SL1344_0002","thrA",336,2799,"NSR",66.67,55.56,83.78,87.5,6,9,37,8,60.004,84.4413333333333,"Constitutive","chromosome","intragenic",0.492650268802802,884,186.870421939942,0.109645237819875,0.301343048402623,0.363855208876028,0.715966133430446,0.755934022515965,"non-DEG"
"SL1344_0002","ST4-74.fa",1825,1826,"ST4-74.fa_1825_+","CDS","+",1824,1828,"SL1344_0002","thrA","+","SL1344_0002","thrA",336,2799,"NSR",50,93.33,95.56,100,2,15,45,6,88.2323529411765,96.0823529411765,"Constitutive","chromosome","intragenic",0.122800221108801,1490,186.870421939942,0.109645237819875,0.301343048402623,0.363855208876028,0.715966133430446,0.755934022515965,"non-DEG"
"SL1344_0002","ST4-74.fa",1724,1725,"ST4-74.fa_1724_-","CDS","-",1722,1726,"SL1344_0002","thrA","+","SL1344_0002","thrA",336,2799,"NSR",80,93.33,95.24,87.5,5,15,42,8,89.9975,94.0016,"Constitutive","chromosome","intragenic",0.0626400920726463,1389,186.870421939942,0.109645237819875,0.301343048402623,0.363855208876028,0.715966133430446,0.755934022515965,"non-DEG"
"SL1344_0002","ST4-74.fa",1261,1262,"ST4-74.fa_1261_-","CDS","-",1259,1263,"SL1344_0002","thrA","+","SL1344_0002","thrA",336,2799,"NSR",80,80,92.11,100,5,10,38,7,80,93.3373333333333,"Constitutive","chromosome","intragenic",0.222273924189033,926,186.870421939942,0.109645237819875,0.301343048402623,0.363855208876028,0.715966133430446,0.755934022515965,"non-DEG"
"SL1344_0002","ST4-74.fa",880,881,"ST4-74.fa_880_+","CDS","+",879,883,"SL1344_0002","thrA","+","SL1344_0002","thrA",336,2799,"NSR",100,92.31,94.87,100,2,13,39,3,93.3353333333333,95.2364285714286,"Constitutive","chromosome","intragenic",0.028935620836281,545,186.870421939942,0.109645237819875,0.301343048402623,0.363855208876028,0.715966133430446,0.755934022515965,"non-DEG"
"SL1344_0002","ST4-74.fa",881,882,"ST4-74.fa_881_-","CDS","-",879,883,"SL1344_0002","thrA","+","SL1344_0002","thrA",336,2799,"NSR",83.33,100,94.74,87.5,6,5,38,8,90.9072727272727,93.4808695652174,"Constitutive","chromosome","intragenic",0.0401167463790855,546,186.870421939942,0.109645237819875,0.301343048402623,0.363855208876028,0.715966133430446,0.755934022515965,"non-DEG"
"SL1344_0002","ST4-74.fa",1260,1261,"ST4-74.fa_1260_+","CDS","+",1259,1263,"SL1344_0002","thrA","+","SL1344_0002","thrA",336,2799,"NSR",100,85.71,100,100,2,14,44,7,87.49625,100,"Constitutive","chromosome","intragenic",0.192542031976787,925,186.870421939942,0.109645237819875,0.301343048402623,0.363855208876028,0.715966133430446,0.755934022515965,"non-DEG"
"SL1344_0002","ST4-74.fa",1826,1827,"ST4-74.fa_1826_-","CDS","-",1824,1828,"SL1344_0002","thrA","+","SL1344_0002","thrA",336,2799,"NSR",100,86.67,92.68,100,4,15,41,6,89.4763157894737,93.6144680851064,"Constitutive","chromosome","intragenic",0.065064432169638,1491,186.870421939942,0.109645237819875,0.301343048402623,0.363855208876028,0.715966133430446,0.755934022515965,"non-DEG"
"SL1344_0002","ST4-74.fa",782,783,"ST4-74.fa_782_-","CDS","-",780,784,"SL1344_0002","thrA","+","SL1344_0002","thrA",336,2799,"NSR",66.67,0,40,80,3,3,30,5,33.335,45.7142857142857,"LSP-specific","chromosome","intragenic",0.455174628856336,447,186.870421939942,0.109645237819875,0.301343048402623,0.363855208876028,0.715966133430446,0.755934022515965,"non-DEG"
"SL1344_0002","ST4-74.fa",1723,1724,"ST4-74.fa_1723_+","CDS","+",1722,1726,"SL1344_0002","thrA","+","SL1344_0002","thrA",336,2799,"NSR",0,92.86,95.45,85.71,1,14,44,7,86.6693333333333,94.113137254902,"Constitutive","chromosome","intragenic",0.118708065401552,1388,186.870421939942,0.109645237819875,0.301343048402623,0.363855208876028,0.715966133430446,0.755934022515965,"non-DEG"
"SL1344_0002","ST4-74.fa",777,778,"ST4-74.fa_777_+","CDS","+",776,780,"SL1344_0002","thrA","+","SL1344_0002","thrA",336,2799,"NSR",0,44.44,65.71,100,1,9,35,3,39.996,68.4171052631579,"Constitutive","chromosome","intragenic",0.7741406767502,442,186.870421939942,0.109645237819875,0.301343048402623,0.363855208876028,0.715966133430446,0.755934022515965,"non-DEG"
"SL1344_0002","ST4-74.fa",320,321,"ST4-74.fa_320_-","intergenic","-",318,322,"SL1344_0001","thrL","++","SL1344_0002","thrA",255,336,"NSR",25,100,88.89,100,4,4,36,6,62.5,90.4771428571429,"Constitutive","chromosome","intergenic",0.533466369219109,-16,186.870421939942,0.109645237819875,0.301343048402623,0.363855208876028,0.715966133430446,0.755934022515965,"non-DEG"
"SL1344_0002","ST4-74.fa",2762,2763,"ST4-74.fa_2762_-","CDS","-",2760,2764,"SL1344_0002","thrA","+","SL1344_0002","thrA",336,2799,"NSR",66.67,100,91.49,91.67,6,17,47,12,91.3052173913044,91.5266101694915,"Constitutive","chromosome","intragenic",0.00333594837378573,2427,186.870421939942,0.109645237819875,0.301343048402623,0.363855208876028,0.715966133430446,0.755934022515965,"non-DEG"
"SL1344_0002","ST4-74.fa",888,889,"ST4-74.fa_888_+","CDS","+",887,891,"SL1344_0002","thrA","+","SL1344_0002","thrA",336,2799,"NSR",100,92.31,95.56,100,2,13,45,3,93.3353333333333,95.8375,"Constitutive","chromosome","intragenic",0.0380123759554425,553,186.870421939942,0.109645237819875,0.301343048402623,0.363855208876028,0.715966133430446,0.755934022515965,"non-DEG"
"SL1344_0002","ST4-74.fa",781,782,"ST4-74.fa_781_+","CDS","+",780,784,"SL1344_0002","thrA","+","SL1344_0002","thrA",336,2799,"NSR",100,83.33,86.05,100,2,12,43,4,85.7114285714286,87.2372340425532,"Constitutive","chromosome","intragenic",0.0252881352596264,446,186.870421939942,0.109645237819875,0.301343048402623,0.363855208876028,0.715966133430446,0.755934022515965,"non-DEG"
"SL1344_0002","ST4-74.fa",637,638,"ST4-74.fa_637_-","CDS","-",635,639,"SL1344_0002","thrA","+","SL1344_0002","thrA",336,2799,"NSR",100,100,97.06,85.71,5,4,34,7,100,95.1221951219512,"Constitutive","chromosome","intragenic",-0.0722903488336195,302,186.870421939942,0.109645237819875,0.301343048402623,0.363855208876028,0.715966133430446,0.755934022515965,"non-DEG"
"SL1344_0002","ST4-74.fa",1634,1635,"ST4-74.fa_1634_+","CDS","+",1633,1637,"SL1344_0002","thrA","+","SL1344_0002","thrA",336,2799,"NSR",100,93.33,93.48,100,1,15,46,6,93.746875,94.2323076923077,"Constitutive","chromosome","intragenic",0.0072972906207948,1299,186.870421939942,0.109645237819875,0.301343048402623,0.363855208876028,0.715966133430446,0.755934022515965,"non-DEG"
"SL1344_0002","ST4-74.fa",2353,2354,"ST4-74.fa_2353_+","CDS","+",2352,2356,"SL1344_0002","thrA","+","SL1344_0002","thrA",336,2799,"NSR",100,100,95.12,100,2,18,41,3,100,95.4527272727273,"Constitutive","chromosome","intragenic",-0.0672859383168887,2018,186.870421939942,0.109645237819875,0.301343048402623,0.363855208876028,0.715966133430446,0.755934022515965,"non-DEG"
"SL1344_0002","ST4-74.fa",1635,1636,"ST4-74.fa_1635_-","CDS","-",1633,1637,"SL1344_0002","thrA","+","SL1344_0002","thrA",336,2799,"NSR",50,80,94.59,87.5,4,15,37,8,73.6842105263158,93.3295555555556,"Constitutive","chromosome","intragenic",0.340782740811826,1300,186.870421939942,0.109645237819875,0.301343048402623,0.363855208876028,0.715966133430446,0.755934022515965,"non-DEG"
"SL1344_0002","ST4-74.fa",2342,2343,"ST4-74.fa_2342_-","CDS","-",2340,2344,"SL1344_0002","thrA","+","SL1344_0002","thrA",336,2799,"NSR",100,100,93.02,100,5,15,43,7,100,93.9972,"Constitutive","chromosome","intragenic",-0.0894545749230664,2007,186.870421939942,0.109645237819875,0.301343048402623,0.363855208876028,0.715966133430446,0.755934022515965,"non-DEG"
"SL1344_0002","ST4-74.fa",871,872,"ST4-74.fa_871_-","CDS","-",869,873,"SL1344_0002","thrA","+","SL1344_0002","thrA",336,2799,"NSR",83.33,100,100,100,6,5,38,8,90.9072727272727,100,"Constitutive","chromosome","intragenic",0.13737368703882,536,186.870421939942,0.109645237819875,0.301343048402623,0.363855208876028,0.715966133430446,0.755934022515965,"non-DEG"
"SL1344_0002","ST4-74.fa",319,320,"ST4-74.fa_319_+","intergenic","+",318,322,"SL1344_0001","thrL","++","SL1344_0002","thrA",255,336,"NSR",100,50,85.19,100,1,8,27,4,55.5555555555556,87.1009677419355,"Constitutive","chromosome","intergenic",0.648497898015393,-17,186.870421939942,0.109645237819875,0.301343048402623,0.363855208876028,0.715966133430446,0.755934022515965,"non-DEG"
"SL1344_0002","ST4-74.fa",889,890,"ST4-74.fa_889_-","CDS","-",887,891,"SL1344_0002","thrA","+","SL1344_0002","thrA",336,2799,"NSR",100,100,100,100,5,5,38,8,100,100,"Constitutive","chromosome","intragenic",-0.000144262291094578,554,186.870421939942,0.109645237819875,0.301343048402623,0.363855208876028,0.715966133430446,0.755934022515965,"non-DEG"
"SL1344_0002","ST4-74.fa",2354,2355,"ST4-74.fa_2354_-","CDS","-",2352,2356,"SL1344_0002","thrA","+","SL1344_0002","thrA",336,2799,"NSR",80,94.12,95.56,100,5,17,45,6,90.9109090909091,96.0823529411765,"Constitutive","chromosome","intragenic",0.0796593720382092,2019,186.870421939942,0.109645237819875,0.301343048402623,0.363855208876028,0.715966133430446,0.755934022515965,"non-DEG"
"SL1344_0002","ST4-74.fa",2633,2634,"ST4-74.fa_2633_-","CDS","-",2631,2635,"SL1344_0002","thrA","+","SL1344_0002","thrA",336,2799,"NSR",66.67,88.89,93.75,100,6,18,48,11,83.335,94.9152542372881,"Constitutive","chromosome","intragenic",0.187544315360924,2298,186.870421939942,0.109645237819875,0.301343048402623,0.363855208876028,0.715966133430446,0.755934022515965,"non-DEG"
"SL1344_0002","ST4-74.fa",2388,2389,"ST4-74.fa_2388_+","CDS","+",2387,2391,"SL1344_0002","thrA","+","SL1344_0002","thrA",336,2799,"NSR",100,100,100,100,2,16,41,3,100,100,"Constitutive","chromosome","intragenic",-0.000144262291094578,2053,186.870421939942,0.109645237819875,0.301343048402623,0.363855208876028,0.715966133430446,0.755934022515965,"non-DEG"
"SL1344_0002","ST4-74.fa",1365,1366,"ST4-74.fa_1365_+","CDS","+",1364,1368,"SL1344_0002","thrA","+","SL1344_0002","thrA",336,2799,"NSR",100,86.67,95.74,100,2,15,47,6,88.2382352941176,96.2222641509434,"Constitutive","chromosome","intragenic",0.124803318046861,1030,186.870421939942,0.109645237819875,0.301343048402623,0.363855208876028,0.715966133430446,0.755934022515965,"non-DEG"
"SL1344_0002","ST4-74.fa",1366,1367,"ST4-74.fa_1366_-","CDS","-",1364,1368,"SL1344_0002","thrA","+","SL1344_0002","thrA",336,2799,"NSR",100,75,92.86,100,4,12,42,8,81.25,94.0024,"Constitutive","chromosome","intragenic",0.210152226518052,1031,186.870421939942,0.109645237819875,0.301343048402623,0.363855208876028,0.715966133430446,0.755934022515965,"non-DEG"
"SL1344_0002","ST4-74.fa",2632,2633,"ST4-74.fa_2632_+","CDS","+",2631,2635,"SL1344_0002","thrA","+","SL1344_0002","thrA",336,2799,"NSR",100,100,93.02,100,3,17,43,4,100,93.6140425531915,"Constitutive","chromosome","intragenic",-0.0953473999948592,2297,186.870421939942,0.109645237819875,0.301343048402623,0.363855208876028,0.715966133430446,0.755934022515965,"non-DEG"
"SL1344_0002","ST4-74.fa",2341,2342,"ST4-74.fa_2341_+","CDS","+",2340,2344,"SL1344_0002","thrA","+","SL1344_0002","thrA",336,2799,"NSR",100,100,97.67,33.33,2,16,43,3,100,93.4739130434783,"Constitutive","chromosome","intragenic",-0.0975085673014962,2006,186.870421939942,0.109645237819875,0.301343048402623,0.363855208876028,0.715966133430446,0.755934022515965,"non-DEG"
"SL1344_0002","ST4-74.fa",636,637,"ST4-74.fa_636_+","CDS","+",635,639,"SL1344_0002","thrA","+","SL1344_0002","thrA",336,2799,"NSR",100,100,94.59,100,2,11,37,5,100,95.2340476190476,"Constitutive","chromosome","intragenic",-0.0705949060247016,301,186.870421939942,0.109645237819875,0.301343048402623,0.363855208876028,0.715966133430446,0.755934022515965,"non-DEG"
"SL1344_0002","ST4-74.fa",726,727,"ST4-74.fa_726_+","CDS","+",725,729,"SL1344_0002","thrA","+","SL1344_0002","thrA",336,2799,"NSR",100,100,97.37,100,2,11,38,3,100,97.5624390243903,"Constitutive","chromosome","intragenic",-0.0357465317585034,391,186.870421939942,0.109645237819875,0.301343048402623,0.363855208876028,0.715966133430446,0.755934022515965,"non-DEG"
"SL1344_0002","ST4-74.fa",1623,1624,"ST4-74.fa_1623_+","CDS","+",1622,1626,"SL1344_0002","thrA","+","SL1344_0002","thrA",336,2799,"NSR",100,85.71,93.62,100,1,14,47,6,86.6626666666667,94.3422641509434,"Constitutive","chromosome","intragenic",0.122327132144311,1288,186.870421939942,0.109645237819875,0.301343048402623,0.363855208876028,0.715966133430446,0.755934022515965,"non-DEG"
"SL1344_0002","ST4-74.fa",727,728,"ST4-74.fa_727_-","CDS","-",725,729,"SL1344_0002","thrA","+","SL1344_0002","thrA",336,2799,"NSR",80,80,94.59,100,5,5,37,7,80,95.4506818181818,"Constitutive","chromosome","intragenic",0.254575177437724,392,186.870421939942,0.109645237819875,0.301343048402623,0.363855208876028,0.715966133430446,0.755934022515965,"non-DEG"
"SL1344_0002","ST4-74.fa",1624,1625,"ST4-74.fa_1624_-","CDS","-",1622,1626,"SL1344_0002","thrA","+","SL1344_0002","thrA",336,2799,"NSR",75,85.71,88.1,85.71,4,14,42,7,83.33,87.7585714285714,"Constitutive","chromosome","intragenic",0.0745309410870347,1289,186.870421939942,0.109645237819875,0.301343048402623,0.363855208876028,0.715966133430446,0.755934022515965,"non-DEG"
"SL1344_0002","ST4-74.fa",1218,1219,"ST4-74.fa_1218_+","CDS","+",1217,1221,"SL1344_0002","thrA","+","SL1344_0002","thrA",336,2799,"NSR",100,85.71,85.37,100,2,14,41,6,87.49625,87.2376595744681,"Constitutive","chromosome","intragenic",-0.00443499726021221,883,186.870421939942,0.109645237819875,0.301343048402623,0.363855208876028,0.715966133430446,0.755934022515965,"non-DEG"
"SL1344_0002","ST4-74.fa",2389,2390,"ST4-74.fa_2389_-","CDS","-",2387,2391,"SL1344_0002","thrA","+","SL1344_0002","thrA",336,2799,"NSR",100,86.67,100,100,5,15,41,5,90.0025,100,"Constitutive","chromosome","intragenic",0.15180273304741,2054,186.870421939942,0.109645237819875,0.301343048402623,0.363855208876028,0.715966133430446,0.755934022515965,"non-DEG"
"SL1344_0002","ST4-74.fa",870,871,"ST4-74.fa_870_+","CDS","+",869,873,"SL1344_0002","thrA","+","SL1344_0002","thrA",336,2799,"NSR",100,83.33,89.47,100,2,12,38,3,85.7114285714286,90.2404878048781,"Constitutive","chromosome","intragenic",0.0741189732758657,535,186.870421939942,0.109645237819875,0.301343048402623,0.363855208876028,0.715966133430446,0.755934022515965,"non-DEG"
"SL1344_0002","ST4-74.fa",1168,1169,"ST4-74.fa_1168_-","CDS","-",1166,1170,"SL1344_0002","thrA","+","SL1344_0002","thrA",336,2799,"NSR",66.67,85.71,95.12,100,6,7,41,8,76.9223076923077,95.9167346938776,"Constitutive","chromosome","intragenic",0.318192961077498,833,186.870421939942,0.109645237819875,0.301343048402623,0.363855208876028,0.715966133430446,0.755934022515965,"non-DEG"
"SL1344_0002","ST4-74.fa",1167,1168,"ST4-74.fa_1167_+","CDS","+",1166,1170,"SL1344_0002","thrA","+","SL1344_0002","thrA",336,2799,"NSR",100,92.31,95.45,100,2,13,44,7,93.3353333333333,96.0745098039216,"Constitutive","chromosome","intragenic",0.0415758115418714,832,186.870421939942,0.109645237819875,0.301343048402623,0.363855208876028,0.715966133430446,0.755934022515965,"non-DEG"
"SL1344_0003","ST4-74.fa",3553,3554,"ST4-74.fa_3553_+","CDS","+",3552,3556,"SL1344_0003","thrB","+","SL1344_0003","thrB",2800,3730,"NSR",100,100,97.5,100,1,16,40,5,100,97.7777777777778,"Constitutive","chromosome","intragenic",-0.0325657399834718,754,144.681895727098,-2.02861368571785,0.336396447785109,-6.0304254075053,1.63528637541063e-09,4.33691394554079e-09,"DEG"
"SL1344_0003","ST4-74.fa",3554,3555,"ST4-74.fa_3554_-","CDS","-",3552,3556,"SL1344_0003","thrB","+","SL1344_0003","thrB",2800,3730,"NSR",75,86.67,90.91,100,8,15,44,11,82.6108695652174,92.728,"Constitutive","chromosome","intragenic",0.166498794245167,755,144.681895727098,-2.02861368571785,0.336396447785109,-6.0304254075053,1.63528637541063e-09,4.33691394554079e-09,"DEG"
"SL1344_0004","ST4-74.fa",3905,3906,"ST4-74.fa_3905_-","CDS","-",3903,3907,"SL1344_0004","thrC","+","SL1344_0004","thrC",3733,5020,"NSR",100,100,95.65,100,7,14,46,8,100,96.2944444444445,"Constitutive","chromosome","intragenic",-0.054619790715646,173,261.648253605097,-1.10735822751611,0.252250856913587,-4.38990868481157,1.13398269587715e-05,2.31442878010465e-05,"DEG"
"SL1344_0004","ST4-74.fa",4460,4461,"ST4-74.fa_4460_-","CDS","-",4458,4462,"SL1344_0004","thrC","+","SL1344_0004","thrC",3733,5020,"NSR",80,100,86.11,100,5,9,36,8,92.8571428571429,88.6354545454546,"Constitutive","chromosome","intragenic",-0.0672843515995593,728,261.648253605097,-1.10735822751611,0.252250856913587,-4.38990868481157,1.13398269587715e-05,2.31442878010465e-05,"DEG"
"SL1344_0004","ST4-74.fa",4459,4460,"ST4-74.fa_4459_+","CDS","+",4458,4462,"SL1344_0004","thrC","+","SL1344_0004","thrC",3733,5020,"NSR",60,93.33,97.78,100,5,15,45,3,84.9975,97.91875,"Constitutive","chromosome","intragenic",0.203995008900569,727,261.648253605097,-1.10735822751611,0.252250856913587,-4.38990868481157,1.13398269587715e-05,2.31442878010465e-05,"DEG"
"SL1344_0004","ST4-74.fa",3904,3905,"ST4-74.fa_3904_+","CDS","+",3903,3907,"SL1344_0004","thrC","+","SL1344_0004","thrC",3733,5020,"NSR",100,100,93.75,100,2,17,48,3,100,94.1176470588235,"Constitutive","chromosome","intragenic",-0.0876071035414345,172,261.648253605097,-1.10735822751611,0.252250856913587,-4.38990868481157,1.13398269587715e-05,2.31442878010465e-05,"DEG"
"SL1344_0004","ST4-74.fa",4216,4217,"ST4-74.fa_4216_+","CDS","+",4215,4219,"SL1344_0004","thrC","+","SL1344_0004","thrC",3733,5020,"NSR",100,92.86,95.12,100,3,14,41,5,94.12,95.6504347826087,"Constitutive","chromosome","intragenic",0.0231169314743677,484,261.648253605097,-1.10735822751611,0.252250856913587,-4.38990868481157,1.13398269587715e-05,2.31442878010465e-05,"DEG"
"SL1344_0004","ST4-74.fa",4217,4218,"ST4-74.fa_4217_-","CDS","-",4215,4219,"SL1344_0004","thrC","+","SL1344_0004","thrC",3733,5020,"NSR",100,92.31,100,80,6,13,48,10,94.7384210526316,96.551724137931,"Constitutive","chromosome","intragenic",0.0272001203122251,485,261.648253605097,-1.10735822751611,0.252250856913587,-4.38990868481157,1.13398269587715e-05,2.31442878010465e-05,"DEG"
