"chrom"	"m_start"	"m_stop"	"pos_id"	"f_type"	"met_dir"	"site_start"	"site_stop"	"locus_tag"	"id2"	"f_dir"	"locus_tag1"	"id21"	"f_start"	"f_stop"	"domain"	"MEP-1.x"	"MEP-2.x"	"LSP-1.x"	"LSP-2.x"	"MEP-1.y"	"MEP-2.y"	"LSP-1.y"	"LSP-2.y"	"MEP_wt_mean"	"LSP_wt_mean"	"methyl_status"	"dna"	"feature"
"ST4-74_pColIb.fa"	13411	13412	"ST4-74_pColIb.fa_13411_-"	"CDS"	"-"	13410	13415	"SLP2_0017"	"resA"	"+"	"SLP2_0017"	"resA"	12853	13639	"plasmid"	71.43	78.95	80	60	7	19	20	5	76.9253846153846	76	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	13495	13496	"ST4-74_pColIb.fa_13495_+"	"CDS"	"+"	13492	13497	"SLP2_0017"	"resA"	"+"	"SLP2_0017"	"resA"	12853	13639	"plasmid"	83.33	100	100	100	6	16	45	6	95.4536363636364	100	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	1361	1362	"ST4-74_pColIb.fa_1361_+"	"CDS"	"+"	1358	1363	"SLP2_0002"	"repZ"	"+"	"SLP2_0002"	"repZ"	454	1486	"plasmid"	100	93.75	100	100	2	16	25	8	94.4444444444444	100	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	13747	13748	"ST4-74_pColIb.fa_13747_-"	"intergenic"	"-"	13746	13751	"SLP2_0017"	"resA"	"++"	"SLP2_0018"	"SLP2_0018"	13639	13892	"plasmid"	100	95.24	83.33	80	6	21	24	5	96.2977777777778	82.7558620689655	"Constitutive"	"plasmid"	"intergenic"
"ST4-74_pColIb.fa"	13963	13964	"ST4-74_pColIb.fa_13963_-"	"CDS"	"-"	13962	13967	"SLP2_0018"	"SLP2_0018"	"+"	"SLP2_0018"	"SLP2_0018"	13892	14096	"plasmid"	100	94.74	100	70	8	19	24	10	96.2985185185185	91.1764705882353	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	14084	14085	"ST4-74_pColIb.fa_14084_-"	"CDS"	"-"	14083	14088	"SLP2_0018"	"SLP2_0018"	"+"	"SLP2_0018"	"SLP2_0018"	13892	14096	"plasmid"	100	100	85.71	85.71	8	19	28	14	100	85.71	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	14986	14987	"ST4-74_pColIb.fa_14986_+"	"CDS"	"+"	14983	14988	"SLP2_0020"	"SLP2_0020"	"+"	"SLP2_0020"	"SLP2_0020"	14854	15229	"plasmid"	88.89	83.33	91.18	83.33	9	12	34	12	85.7128571428571	89.1321739130435	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	15155	15156	"ST4-74_pColIb.fa_15155_+"	"CDS"	"+"	15152	15157	"SLP2_0020"	"SLP2_0020"	"+"	"SLP2_0020"	"SLP2_0020"	14854	15229	"plasmid"	87.5	100	96.97	90	8	11	33	10	94.7368421052632	95.3490697674419	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	15689	15690	"ST4-74_pColIb.fa_15689_-"	"CDS"	"-"	15688	15693	"SLP2_0021"	"stbA"	"+"	"SLP2_0021"	"stbA"	15467	16442	"plasmid"	100	100	81.48	100	6	13	27	10	100	86.4854054054054	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	1591	1592	"ST4-74_pColIb.fa_1591_+"	"intergenic"	"+"	1588	1593	"SLP2_0002"	"repZ"	"++"	"SLP2_0003"	"yacA"	1486	2394	"plasmid"	100	86.67	100	83.33	2	15	24	6	88.2382352941176	96.666	"Constitutive"	"plasmid"	"intergenic"
"ST4-74_pColIb.fa"	15997	15998	"ST4-74_pColIb.fa_15997_-"	"CDS"	"-"	15996	16001	"SLP2_0021"	"stbA"	"+"	"SLP2_0021"	"stbA"	15467	16442	"plasmid"	100	94.12	95.65	81.82	6	17	23	11	95.6539130434783	91.1755882352941	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	16499	16500	"ST4-74_pColIb.fa_16499_-"	"CDS"	"-"	16498	16503	"SLP2_0022"	"stbB"	"+"	"SLP2_0022"	"stbB"	16445	16838	"plasmid"	60	100	88.24	83.33	5	11	17	6	87.5	86.9591304347826	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	16645	16646	"ST4-74_pColIb.fa_16645_+"	"CDS"	"+"	16642	16647	"SLP2_0022"	"stbB"	"+"	"SLP2_0022"	"stbB"	16445	16838	"plasmid"	100	100	93.94	100	8	18	33	6	100	94.8723076923077	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	16751	16752	"ST4-74_pColIb.fa_16751_+"	"CDS"	"+"	16748	16753	"SLP2_0022"	"stbB"	"+"	"SLP2_0022"	"stbB"	16445	16838	"plasmid"	71.43	82.35	85.29	62.5	7	17	34	8	79.165	80.9490476190476	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	16951	16952	"ST4-74_pColIb.fa_16951_-"	"intergenic"	"-"	16950	16955	"SLP2_0022"	"stbB"	"+-"	"SLP2_0023"	"impC"	16838	16978	"plasmid"	100	93.75	86.96	100	7	16	23	9	95.6521739130435	90.6275	"Constitutive"	"plasmid"	"intergenic"
"ST4-74_pColIb.fa"	170	171	"ST4-74_pColIb.fa_170_+"	"intergenic"	"+"	167	172	"SLP2_0102"	"traB"	"-+"	"SLP2_0001"	"repY"	0	377	"plasmid"	50	100	100	100	2	10	21	4	91.6666666666667	100	"Constitutive"	"plasmid"	"intergenic"
"ST4-74_pColIb.fa"	17067	17068	"ST4-74_pColIb.fa_17067_-"	"CDS"	"-"	17066	17071	"SLP2_0023"	"impC"	"-"	"SLP2_0023"	"impC"	16978	17101	"plasmid"	100	78.57	85	81.82	7	14	20	11	85.7133333333333	83.8716129032258	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	17204	17205	"ST4-74_pColIb.fa_17204_-"	"intergenic"	"-"	17203	17208	"SLP2_0023"	"impC"	"-+"	"SLP2_0024"	"yccA"	17101	17235	"plasmid"	100	94.74	86.36	83.33	6	19	22	12	96.0024	85.2905882352941	"Constitutive"	"plasmid"	"intergenic"
"ST4-74_pColIb.fa"	1779	1780	"ST4-74_pColIb.fa_1779_-"	"intergenic"	"-"	1778	1783	"SLP2_0002"	"repZ"	"++"	"SLP2_0003"	"yacA"	1486	2394	"plasmid"	100	80	77.78	100	8	20	18	14	85.7142857142857	87.50125	"Constitutive"	"plasmid"	"intergenic"
"ST4-74_pColIb.fa"	17807	17808	"ST4-74_pColIb.fa_17807_-"	"CDS"	"-"	17806	17811	"SLP2_0025"	"yccB"	"+"	"SLP2_0025"	"yccB"	17494	18421	"plasmid"	100	94.44	92.31	100	4	18	26	8	95.4509090909091	94.1194117647059	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	17818	17819	"ST4-74_pColIb.fa_17818_+"	"CDS"	"+"	17815	17820	"SLP2_0025"	"yccB"	"+"	"SLP2_0025"	"yccB"	17494	18421	"plasmid"	100	83.33	91.67	83.33	7	18	36	6	87.9976	90.4785714285714	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	180	181	"ST4-74_pColIb.fa_180_-"	"intergenic"	"-"	179	184	"SLP2_0102"	"traB"	"-+"	"SLP2_0001"	"repY"	0	377	"plasmid"	100	90.91	82.35	100	3	11	17	9	92.8578571428571	88.4596153846154	"Constitutive"	"plasmid"	"intergenic"
"ST4-74_pColIb.fa"	18783	18784	"ST4-74_pColIb.fa_18783_-"	"intergenic"	"-"	18782	18787	"SLP2_0026"	"ycdA"	"++"	"SLP2_0027"	"ycdB"	18730	18805	"plasmid"	100	94.12	88.89	66.67	4	17	27	6	95.24	84.85	"Constitutive"	"plasmid"	"intergenic"
"ST4-74_pColIb.fa"	20541	20542	"ST4-74_pColIb.fa_20541_+"	"CDS"	"+"	20538	20543	"SLP2_0030"	"ycfA"	"+"	"SLP2_0030"	"ycfA"	20204	20981	"plasmid"	100	100	97.5	100	7	13	40	9	100	97.9591836734694	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	21031	21032	"ST4-74_pColIb.fa_21031_+"	"CDS"	"+"	21028	21033	"SLP2_0031"	"ycgA"	"+"	"SLP2_0031"	"ycgA"	20955	21426	"plasmid"	100	100	97.3	100	6	14	37	15	100	98.0788461538462	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	21421	21422	"ST4-74_pColIb.fa_21421_-"	"CDS"	"-"	21420	21425	"SLP2_0031"	"ycgA"	"+"	"SLP2_0031"	"ycgA"	20955	21426	"plasmid"	100	100	93.33	88.89	6	16	30	9	100	92.3053846153846	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	21421	21422	"ST4-74_pColIb.fa_21421_-"	"CDS"	"-"	21420	21425	"SLP2_0032"	"ycgB"	"+"	"SLP2_0032"	"ycgB"	21398	21824	"plasmid"	100	100	93.33	88.89	6	16	30	9	100	92.3053846153846	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	23178	23179	"ST4-74_pColIb.fa_23178_-"	"intergenic"	"-"	23177	23182	"SLP2_0034"	"ychA"	"++"	"SLP2_0035"	"ssb"	22898	23249	"plasmid"	100	85.71	80.65	100	6	14	31	9	89.997	85.00375	"Constitutive"	"plasmid"	"intergenic"
"ST4-74_pColIb.fa"	23648	23649	"ST4-74_pColIb.fa_23648_+"	"CDS"	"+"	23645	23650	"SLP2_0035"	"ssb"	"+"	"SLP2_0035"	"ssb"	23249	23777	"plasmid"	87.5	100	96.97	84.62	8	14	33	13	95.4545454545455	93.4797826086956	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	23715	23716	"ST4-74_pColIb.fa_23715_+"	"CDS"	"+"	23712	23717	"SLP2_0035"	"ssb"	"+"	"SLP2_0035"	"ssb"	23249	23777	"plasmid"	75	91.67	89.66	77.78	8	12	29	9	85.002	86.8463157894737	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	24433	24434	"ST4-74_pColIb.fa_24433_+"	"CDS"	"+"	24430	24435	"SLP2_0036"	"ycjA"	"+"	"SLP2_0036"	"ycjA"	24120	26085	"plasmid"	100	90.91	94.74	100	6	11	38	8	94.1182352941177	95.6547826086957	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	24709	24710	"ST4-74_pColIb.fa_24709_+"	"CDS"	"+"	24706	24711	"SLP2_0036"	"ycjA"	"+"	"SLP2_0036"	"ycjA"	24120	26085	"plasmid"	100	90	94.87	100	7	10	39	8	94.1176470588235	95.7431914893617	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	25238	25239	"ST4-74_pColIb.fa_25238_+"	"CDS"	"+"	25235	25240	"SLP2_0036"	"ycjA"	"+"	"SLP2_0036"	"ycjA"	24120	26085	"plasmid"	100	88.89	100	91.67	4	9	29	12	92.3084615384615	97.5619512195122	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	25432	25433	"ST4-74_pColIb.fa_25432_+"	"CDS"	"+"	25429	25434	"SLP2_0036"	"ycjA"	"+"	"SLP2_0036"	"ycjA"	24120	26085	"plasmid"	83.33	100	94.87	91.67	6	8	39	12	92.8557142857143	94.1170588235294	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	25481	25482	"ST4-74_pColIb.fa_25481_-"	"CDS"	"-"	25480	25485	"SLP2_0036"	"ycjA"	"+"	"SLP2_0036"	"ycjA"	24120	26085	"plasmid"	100	94.12	95.45	91.67	5	17	22	12	95.4563636363636	94.1158823529412	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	25504	25505	"ST4-74_pColIb.fa_25504_-"	"CDS"	"-"	25503	25508	"SLP2_0036"	"ycjA"	"+"	"SLP2_0036"	"ycjA"	24120	26085	"plasmid"	80	78.57	95.24	72.73	5	14	21	11	78.9463157894737	87.5021875	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	25981	25982	"ST4-74_pColIb.fa_25981_+"	"CDS"	"+"	25978	25983	"SLP2_0036"	"ycjA"	"+"	"SLP2_0036"	"ycjA"	24120	26085	"plasmid"	100	70	92.11	92.31	8	10	38	13	83.3333333333333	92.1609803921569	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	2613	2614	"ST4-74_pColIb.fa_2613_-"	"CDS"	"-"	2612	2617	"SLP2_0003"	"yacA"	"+"	"SLP2_0003"	"yacA"	2394	2664	"plasmid"	88.89	95	80	91.67	9	20	20	12	93.1037931034483	84.37625	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	26395	26396	"ST4-74_pColIb.fa_26395_-"	"CDS"	"-"	26394	26399	"SLP2_0037"	"psiB"	"+"	"SLP2_0037"	"psiB"	26139	26574	"plasmid"	100	81.25	91.67	100	5	16	24	10	85.7142857142857	94.12	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	26610	26611	"ST4-74_pColIb.fa_26610_+"	"intergenic"	"+"	26607	26612	"SLP2_0037"	"psiB"	"++"	"SLP2_0038"	"psiA"	26574	26624	"plasmid"	83.33	100	92.11	100	6	12	38	14	94.4433333333333	94.2342307692308	"Constitutive"	"plasmid"	"intergenic"
"ST4-74_pColIb.fa"	26943	26944	"ST4-74_pColIb.fa_26943_+"	"CDS"	"+"	26940	26945	"SLP2_0038"	"psiA"	"+"	"SLP2_0038"	"psiA"	26624	27290	"plasmid"	100	90.91	97.06	90.91	6	11	34	11	94.1182352941177	95.5566666666667	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	27183	27184	"ST4-74_pColIb.fa_27183_-"	"CDS"	"-"	27182	27187	"SLP2_0038"	"psiA"	"+"	"SLP2_0038"	"psiA"	26624	27290	"plasmid"	100	94.74	84.21	100	4	19	19	11	95.6547826086957	89.9996666666667	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	27333	27334	"ST4-74_pColIb.fa_27333_-"	"CDS"	"-"	27332	27337	"SLP2_0039"	"SLP2_0039"	"+"	"SLP2_0039"	"SLP2_0039"	27289	27883	"plasmid"	100	95	78.95	100	4	20	19	10	95.8333333333333	86.2086206896552	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	27347	27348	"ST4-74_pColIb.fa_27347_-"	"CDS"	"-"	27346	27351	"SLP2_0039"	"SLP2_0039"	"+"	"SLP2_0039"	"SLP2_0039"	27289	27883	"plasmid"	100	94.74	95	100	3	19	20	9	95.4572727272727	96.551724137931	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	27500	27501	"ST4-74_pColIb.fa_27500_+"	"CDS"	"+"	27497	27502	"SLP2_0039"	"SLP2_0039"	"+"	"SLP2_0039"	"SLP2_0039"	27289	27883	"plasmid"	100	100	88.89	90.91	5	8	27	11	100	89.4747368421053	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	27712	27713	"ST4-74_pColIb.fa_27712_-"	"CDS"	"-"	27711	27716	"SLP2_0039"	"SLP2_0039"	"+"	"SLP2_0039"	"SLP2_0039"	27289	27883	"plasmid"	100	100	82.61	90	2	15	23	10	100	84.8493939393939	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	27967	27968	"ST4-74_pColIb.fa_27967_-"	"CDS"	"-"	27966	27971	"SLP2_0040"	"yddA"	"+"	"SLP2_0040"	"yddA"	27954	28425	"plasmid"	100	87.5	85.71	100	4	16	21	12	90	90.9063636363636	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	28049	28050	"ST4-74_pColIb.fa_28049_-"	"CDS"	"-"	28048	28053	"SLP2_0040"	"yddA"	"+"	"SLP2_0040"	"yddA"	27954	28425	"plasmid"	100	87.5	81.82	72.73	4	16	22	11	90	78.79	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	28543	28544	"ST4-74_pColIb.fa_28543_-"	"CDS"	"-"	28542	28547	"SLP2_0041"	"ard"	"+"	"SLP2_0041"	"ard"	28330	28846	"plasmid"	100	87.5	95.24	100	3	16	21	6	89.4736842105263	96.2977777777778	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	28622	28623	"ST4-74_pColIb.fa_28622_-"	"CDS"	"-"	28621	28626	"SLP2_0041"	"ard"	"+"	"SLP2_0041"	"ard"	28330	28846	"plasmid"	100	88.24	81.82	66.67	4	17	22	9	90.48	77.4216129032258	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	30516	30517	"ST4-74_pColIb.fa_30516_+"	"CDS"	"+"	30513	30518	"SLP2_0044"	"ydgA"	"+"	"SLP2_0044"	"ydgA"	30310	31360	"plasmid"	100	100	86.11	100	5	15	36	9	100	88.888	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	30635	30636	"ST4-74_pColIb.fa_30635_-"	"CDS"	"-"	30634	30639	"SLP2_0044"	"ydgA"	"+"	"SLP2_0044"	"ydgA"	30310	31360	"plasmid"	100	100	100	100	4	14	20	8	100	100	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	30697	30698	"ST4-74_pColIb.fa_30697_+"	"CDS"	"+"	30694	30699	"SLP2_0044"	"ydgA"	"+"	"SLP2_0044"	"ydgA"	30310	31360	"plasmid"	100	86.67	96.43	90	6	15	28	10	90.4785714285714	94.7378947368421	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	30757	30758	"ST4-74_pColIb.fa_30757_+"	"CDS"	"+"	30754	30759	"SLP2_0044"	"ydgA"	"+"	"SLP2_0044"	"ydgA"	30310	31360	"plasmid"	83.33	94.12	88.46	87.5	6	17	26	8	91.3052173913044	88.2341176470588	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	31099	31100	"ST4-74_pColIb.fa_31099_-"	"CDS"	"-"	31098	31103	"SLP2_0044"	"ydgA"	"+"	"SLP2_0044"	"ydgA"	30310	31360	"plasmid"	75	77.78	95	100	4	9	20	8	76.9246153846154	96.4285714285714	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	31412	31413	"ST4-74_pColIb.fa_31412_+"	"intergenic"	"+"	31409	31414	"SLP2_0044"	"ydgA"	"++"	"SLP2_0045"	"ydhA"	31360	32006	"plasmid"	80	92.86	100	90	5	14	26	10	89.4757894736842	97.2222222222222	"Constitutive"	"plasmid"	"intergenic"
"ST4-74_pColIb.fa"	31802	31803	"ST4-74_pColIb.fa_31802_-"	"intergenic"	"-"	31801	31806	"SLP2_0044"	"ydgA"	"++"	"SLP2_0045"	"ydhA"	31360	32006	"plasmid"	100	100	95.24	77.78	3	8	21	9	100	90.002	"Constitutive"	"plasmid"	"intergenic"
"ST4-74_pColIb.fa"	3181	3182	"ST4-74_pColIb.fa_3181_-"	"CDS"	"-"	3180	3185	"SLP2_0005"	"yacC"	"+"	"SLP2_0005"	"yacC"	2981	3830	"plasmid"	100	95.45	96	91.67	9	22	25	12	96.7709677419355	94.5956756756757	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	31821	31822	"ST4-74_pColIb.fa_31821_-"	"intergenic"	"-"	31820	31825	"SLP2_0044"	"ydgA"	"++"	"SLP2_0045"	"ydhA"	31360	32006	"plasmid"	100	85.71	90.48	75	3	7	21	8	89.997	86.2096551724138	"Constitutive"	"plasmid"	"intergenic"
"ST4-74_pColIb.fa"	31846	31847	"ST4-74_pColIb.fa_31846_+"	"intergenic"	"+"	31843	31848	"SLP2_0044"	"ydgA"	"++"	"SLP2_0045"	"ydhA"	31360	32006	"plasmid"	100	82.35	93.1	100	5	17	29	10	86.3613636363636	94.8692307692308	"Constitutive"	"plasmid"	"intergenic"
"ST4-74_pColIb.fa"	32017	32018	"ST4-74_pColIb.fa_32017_-"	"CDS"	"-"	32016	32021	"SLP2_0045"	"ydhA"	"+"	"SLP2_0045"	"ydhA"	32006	32342	"plasmid"	66.67	50	70.59	62.5	3	4	17	8	57.1442857142857	68.0012	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	32162	32163	"ST4-74_pColIb.fa_32162_-"	"CDS"	"-"	32161	32166	"SLP2_0045"	"ydhA"	"+"	"SLP2_0045"	"ydhA"	32006	32342	"plasmid"	60	87.5	89.47	90	5	8	19	10	76.9230769230769	89.6527586206897	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	33813	33814	"ST4-74_pColIb.fa_33813_-"	"intergenic"	"-"	33812	33817	"SLP2_0047A"	"SLP2_0047A"	"-+"	"SLP2_0048"	"nikA"	33736	33968	"plasmid"	66.67	75	72	50	6	4	25	8	70.002	66.6666666666667	"Constitutive"	"plasmid"	"intergenic"
"ST4-74_pColIb.fa"	34380	34381	"ST4-74_pColIb.fa_34380_-"	"CDS"	"-"	34379	34384	"SLP2_0049"	"nikB"	"+"	"SLP2_0049"	"nikB"	34311	37011	"plasmid"	62.5	81.25	89.66	63.64	8	16	29	11	75	82.5045	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	3456	3457	"ST4-74_pColIb.fa_3456_-"	"CDS"	"-"	3455	3460	"SLP2_0005"	"yacC"	"+"	"SLP2_0005"	"yacC"	2981	3830	"plasmid"	100	100	82.61	100	7	16	23	13	100	88.8897222222222	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	34773	34774	"ST4-74_pColIb.fa_34773_-"	"CDS"	"-"	34772	34777	"SLP2_0049"	"nikB"	"+"	"SLP2_0049"	"nikB"	34311	37011	"plasmid"	66.67	92.31	93.55	84.62	9	13	31	13	81.8209090909091	90.9115909090909	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	36677	36678	"ST4-74_pColIb.fa_36677_+"	"CDS"	"+"	36674	36679	"SLP2_0049"	"nikB"	"+"	"SLP2_0049"	"nikB"	34311	37011	"plasmid"	71.43	82.61	97.14	93.33	7	23	35	15	80.0013333333333	95.997	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	37399	37400	"ST4-74_pColIb.fa_37399_-"	"CDS"	"-"	37398	37403	"SLP2_0050"	"trbC"	"-"	"SLP2_0050"	"trbC"	37047	39339	"plasmid"	100	90.91	94.44	100	11	22	36	15	93.94	96.0752941176471	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	37941	37942	"ST4-74_pColIb.fa_37941_+"	"CDS"	"+"	37938	37943	"SLP2_0050"	"trbC"	"-"	"SLP2_0050"	"trbC"	37047	39339	"plasmid"	100	80.95	91.89	73.33	3	21	37	15	83.33125	86.5361538461539	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	38175	38176	"ST4-74_pColIb.fa_38175_+"	"CDS"	"+"	38172	38177	"SLP2_0050"	"trbC"	"-"	"SLP2_0050"	"trbC"	37047	39339	"plasmid"	50	86.36	81.4	94.44	2	22	43	18	83.33	85.247868852459	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	392	393	"ST4-74_pColIb.fa_392_+"	"CDS"	"+"	389	394	"SLP2_0001"	"repY"	"+"	"SLP2_0001"	"repY"	377	467	"plasmid"	100	100	100	100	2	11	19	4	100	100	"Constitutive"	"plasmid"	"intragenic"
"ST4-74_pColIb.fa"	39263	39264	"ST4-74_pColIb.fa_39263_-"	"CDS"	"-"	39262	39267	"SLP2_0050"	"trbC"	"-"	"SLP2_0050"	"trbC"	37047	39339	"plasmid"	100	86.67	96.3	87.5	7	15	27	16	90.9113636363636	93.0255813953488	"Constitutive"	"plasmid"	"intragenic"
