#chrom	m_start	m_stop	pos_id	domain	m_dir	chrom	f_type.x	domain	MEP-1.x	MEP-2.x	LSP-1.x	LSP-2.x	MEP-1.y	MEP-2.y	LSP-1.y	LSP-2.y	MEP_wt_mean	LSP_wt_mean	methyl_status	dna	feature	m_start	m_stop	site_start	site_stop	f_type.y	f_dir	f_start	f_stop	locus_tag	id2	locus_tag1	id21
ST4-74_pColIb.fa	58458	58459	ST4-74_pColIb.fa_58458_+	plasmid	+	ST4-74_pColIb.fa	CDS	plasmid	87.5	92.31	72.41	23.08	8	26	29	13	91.1782352941176	57.1411904761905	Constitutive	plasmid	intragenic	58458	58459	58454	58460	CDS	-	58118	58466	SLP2_0069	traL	SLP2_0069	traL
ST4-74_pColIb.fa	62671	62672	ST4-74_pColIb.fa_62671_-	plasmid	-	ST4-74_pColIb.fa	CDS	plasmid	28.57	76	57.14	80	7	25	21	5	65.6246875	61.5361538461539	Constitutive	plasmid	intragenic	62671	62672	62670	62676	CDS	-	62340	62892	SLP2_0072	nuc	SLP2_0072	nuc
ST4-74_pColIb.fa	62674	62675	ST4-74_pColIb.fa_62674_+	plasmid	+	ST4-74_pColIb.fa	CDS	plasmid	60	60	61.54	33.33	5	25	26	12	60	52.6315789473684	Constitutive	plasmid	intragenic	62674	62675	62670	62676	CDS	-	62340	62892	SLP2_0072	nuc	SLP2_0072	nuc
ST4-74_pColIb.fa	63545	63546	ST4-74_pColIb.fa_63545_-	plasmid	-	ST4-74_pColIb.fa	CDS	plasmid	62.5	77.78	88.24	42.86	8	18	17	7	73.0784615384615	75.0041666666667	Constitutive	plasmid	intragenic	63545	63546	63544	63550	CDS	-	63193	64342	SLP2_0074	traJ	SLP2_0074	traJ
ST4-74_pColIb.fa	63548	63549	ST4-74_pColIb.fa_63548_+	plasmid	+	ST4-74_pColIb.fa	CDS	plasmid	100	83.33	80	30	5	24	25	10	86.2041379310345	65.7142857142857	Constitutive	plasmid	intragenic	63548	63549	63544	63550	CDS	-	63193	64342	SLP2_0074	traJ	SLP2_0074	traJ
ST4-74_pColIb.fa	64054	64055	ST4-74_pColIb.fa_64054_-	plasmid	-	ST4-74_pColIb.fa	CDS	plasmid	25	21.05	33.33	11.11	8	19	15	9	22.2203703703704	24.9975	UM	plasmid	intragenic	64054	64055	64053	64059	CDS	-	63193	64342	SLP2_0074	traJ	SLP2_0074	traJ
ST4-74_pColIb.fa	64057	64058	ST4-74_pColIb.fa_64057_+	plasmid	+	ST4-74_pColIb.fa	CDS	plasmid	33.33	18.75	26.09	0	6	16	23	8	22.7263636363636	19.3570967741936	UM	plasmid	intragenic	64057	64058	64053	64059	CDS	-	63193	64342	SLP2_0074	traJ	SLP2_0074	traJ
ST4-74_pColIb.fa	65046	65047	ST4-74_pColIb.fa_65046_-	plasmid	-	ST4-74_pColIb.fa	CDS	plasmid	0	27.78	40.91	14.29	8	18	22	7	19.2323076923077	34.4844827586207	UM	plasmid	intragenic	65046	65047	65045	65051	CDS	-	64338	65157	SLP2_0075	traI	SLP2_0075	traI
ST4-74_pColIb.fa	65049	65050	ST4-74_pColIb.fa_65049_+	plasmid	+	ST4-74_pColIb.fa	CDS	plasmid	16.67	21.05	31.03	18.18	6	19	29	11	19.9988	27.49625	UM	plasmid	intragenic	65049	65050	65045	65051	CDS	-	64338	65157	SLP2_0075	traI	SLP2_0075	traI
ST4-74_pColIb.fa	66058	66059	ST4-74_pColIb.fa_66058_-	plasmid	-	ST4-74_pColIb.fa	CDS	plasmid	66.67	52.63	81.25	46.15	6	19	16	13	55.9996	65.5155172413793	Constitutive	plasmid	intragenic	66058	66059	66057	66063	CDS	-	66006	66591	SLP2_0077	traG	SLP2_0077	traG
ST4-74_pColIb.fa	66061	66062	ST4-74_pColIb.fa_66061_+	plasmid	+	ST4-74_pColIb.fa	CDS	plasmid	20	33.33	45.83	20	5	18	24	10	30.4321739130435	38.2329411764706	LSP-specific	plasmid	intragenic	66061	66062	66057	66063	CDS	-	66006	66591	SLP2_0077	traG	SLP2_0077	traG
ST4-74_pColIb.fa	6832	6833	ST4-74_pColIb.fa_6832_-	plasmid	-	ST4-74_pColIb.fa	CDS	plasmid	20	24	48.28	14.29	5	25	29	14	23.3333333333333	37.213488372093	LSP-specific	plasmid	intragenic	6832	6833	6831	6837	CDS	+	6668	8015	SLP2_0011	yagA	SLP2_0011	yagA
ST4-74_pColIb.fa	6835	6836	ST4-74_pColIb.fa_6835_+	plasmid	+	ST4-74_pColIb.fa	CDS	plasmid	16.67	25	30.95	11.11	6	16	42	9	22.7281818181818	27.4488235294118	UM	plasmid	intragenic	6835	6836	6831	6837	CDS	+	6668	8015	SLP2_0011	yagA	SLP2_0011	yagA
ST4-74_pColIb.fa	70768	70769	ST4-74_pColIb.fa_70768_-	plasmid	-	ST4-74_pColIb.fa	CDS	plasmid	66.67	50	40	66.67	3	6	10	3	55.5566666666667	46.1546153846154	Constitutive	plasmid	intragenic	70768	70769	70767	70773	CDS	+	70652	71006	SLP2_0083	shfC	SLP2_0083	shfC
ST4-74_pColIb.fa	70771	70772	ST4-74_pColIb.fa_70771_+	plasmid	+	ST4-74_pColIb.fa	CDS	plasmid	50	30	60	71.43	4	10	15	7	35.7142857142857	63.6368181818182	Constitutive	plasmid	intragenic	70771	70772	70767	70773	CDS	+	70652	71006	SLP2_0083	shfC	SLP2_0083	shfC
ST4-74_pColIb.fa	7998	7999	ST4-74_pColIb.fa_7998_-	plasmid	-	ST4-74_pColIb.fa	CDS	plasmid	16.67	47.62	50	27.27	6	21	34	11	40.7422222222222	44.4437777777778	Constitutive	plasmid	intragenic	7998	7999	7997	8003	CDS	+	6668	8015	SLP2_0011	yagA	SLP2_0011	yagA
ST4-74_pColIb.fa	8001	8002	ST4-74_pColIb.fa_8001_+	plasmid	+	ST4-74_pColIb.fa	CDS	plasmid	42.86	41.18	32.5	41.67	7	17	40	12	41.67	34.6161538461538	MEP-specific	plasmid	intragenic	8001	8002	7997	8003	CDS	+	6668	8015	SLP2_0011	yagA	SLP2_0011	yagA
ST4-74_pColIb.fa	81992	81993	ST4-74_pColIb.fa_81992_-	plasmid	-	ST4-74_pColIb.fa	CDS	plasmid	0	0	0	0	13	16	19	12	0	0	UM	plasmid	intragenic	81992	81993	81991	81997	CDS	-	81772	82363	SLP2_0096	pilK	SLP2_0096	pilK
ST4-74_pColIb.fa	81995	81996	ST4-74_pColIb.fa_81995_+	plasmid	+	ST4-74_pColIb.fa	CDS	plasmid	0	11.76	6.25	0	5	17	16	8	9.08727272727273	4.16666666666667	UM	plasmid	intragenic	81995	81996	81991	81997	CDS	-	81772	82363	SLP2_0096	pilK	SLP2_0096	pilK
ST4-74_pColIb.fa	9099	9100	ST4-74_pColIb.fa_9099_-	plasmid	-	ST4-74_pColIb.fa	CDS	plasmid	20	13.64	10.34	0	5	22	29	10	14.8177777777778	7.68871794871795	UM	plasmid	intragenic	9099	9100	9098	9104	CDS	+	8293	10174	SLP2_0012	cib	SLP2_0012	cib
ST4-74_pColIb.fa	9102	9103	ST4-74_pColIb.fa_9102_+	plasmid	+	ST4-74_pColIb.fa	CDS	plasmid	25	0	13.51	13.33	8	13	37	15	9.52380952380952	13.4580769230769	UM	plasmid	intragenic	9102	9103	9098	9104	CDS	+	8293	10174	SLP2_0012	cib	SLP2_0012	cib
ST4-74_pRSF1010.fa	456	457	ST4-74_pRSF1010.fa_456_-	plasmid	-	ST4-74_pRSF1010.fa	CDS	plasmid	10	14.58	26.79	14.89	20	96	56	47	13.7903448275862	21.3599029126214	UM	plasmid	intragenic	456	457	455	461	CDS	-	29	842	SLP3_0001	sulII	SLP3_0001	sulII
ST4-74_pRSF1010.fa	459	460	ST4-74_pRSF1010.fa_459_+	plasmid	+	ST4-74_pRSF1010.fa	CDS	plasmid	23.08	24.69	25	11.36	13	81	56	44	24.4673404255319	18.9984	UM	plasmid	intragenic	459	460	455	461	CDS	-	29	842	SLP3_0001	sulII	SLP3_0001	sulII
ST4-74_pSLT.fa	10742	10743	ST4-74_pSLT.fa_10742_-	plasmid	-	ST4-74_pSLT.fa	CDS	plasmid	42.86	12.5	21.43	18.18	7	8	28	11	26.668	20.5133333333333	UM	plasmid	intragenic	10742	10743	10741	10747	CDS	-	10678	11173	SLP1_0009	traS	SLP1_0009	traS
ST4-74_pSLT.fa	10745	10746	ST4-74_pSLT.fa_10745_+	plasmid	+	ST4-74_pSLT.fa	CDS	plasmid	33.33	7.14	18.18	0	3	14	22	12	11.7617647058824	11.7635294117647	UM	plasmid	intragenic	10745	10746	10741	10747	CDS	-	10678	11173	SLP1_0009	traS	SLP1_0009	traS
ST4-74_pSLT.fa	26123	26124	ST4-74_pSLT.fa_26123_-	plasmid	-	ST4-74_pSLT.fa	CDS	plasmid	33.33	40	33.33	25	6	5	27	12	36.3618181818182	30.7669230769231	MEP-specific	plasmid	intragenic	26123	26124	26122	26128	CDS	-	25660	26128	SLP1_0023	PSLT087	SLP1_0023	PSLT087
ST4-74_pSLT.fa	26123	26124	ST4-74_pSLT.fa_26123_-	plasmid	-	ST4-74_pSLT.fa	CDS	plasmid	33.33	40	33.33	25	6	5	27	12	36.3618181818182	30.7669230769231	MEP-specific	plasmid	intragenic	26123	26124	26122	26128	CDS	-	26120	26342	SLP1_0024	traR	SLP1_0024	traR
ST4-74_pSLT.fa	26126	26127	ST4-74_pSLT.fa_26126_+	plasmid	+	ST4-74_pSLT.fa	CDS	plasmid	20	44.44	45.45	28.57	5	9	33	7	35.7114285714286	42.496	Constitutive	plasmid	intragenic	26126	26127	26122	26128	CDS	-	25660	26128	SLP1_0023	PSLT087	SLP1_0023	PSLT087
ST4-74_pSLT.fa	26126	26127	ST4-74_pSLT.fa_26126_+	plasmid	+	ST4-74_pSLT.fa	CDS	plasmid	20	44.44	45.45	28.57	5	9	33	7	35.7114285714286	42.496	Constitutive	plasmid	intragenic	26126	26127	26122	26128	CDS	-	26120	26342	SLP1_0024	traR	SLP1_0024	traR
ST4-74_pSLT.fa	40223	40224	ST4-74_pSLT.fa_40223_-	plasmid	-	ST4-74_pSLT.fa	CDS	plasmid	42.86	62.5	17.5	16.67	7	8	40	12	53.3346666666667	17.3084615384615	MEP-specific	plasmid	intragenic	40223	40224	40222	40228	CDS	-	40157	40481	SLP1_0042	PSLT064	SLP1_0042	PSLT064
ST4-74_pSLT.fa	40226	40227	ST4-74_pSLT.fa_40226_+	plasmid	+	ST4-74_pSLT.fa	CDS	plasmid	60	37.5	22.22	0	5	8	27	12	46.1538461538462	15.3830769230769	MEP-specific	plasmid	intragenic	40226	40227	40222	40228	CDS	-	40157	40481	SLP1_0042	PSLT064	SLP1_0042	PSLT064
ST4-74_pSLT.fa	49393	49394	ST4-74_pSLT.fa_49393_-	plasmid	-	ST4-74_pSLT.fa	CDS	plasmid	0	0	0	0	3	13	31	13	0	0	UM	plasmid	intragenic	49393	49394	49392	49398	CDS	-	48817	50023	SLP1_0055	parA	SLP1_0055	parA
ST4-74_pSLT.fa	49396	49397	ST4-74_pSLT.fa_49396_+	plasmid	+	ST4-74_pSLT.fa	CDS	plasmid	0	14.29	6.9	0	10	7	29	16	5.88411764705882	4.44666666666667	UM	plasmid	intragenic	49396	49397	49392	49398	CDS	-	48817	50023	SLP1_0055	parA	SLP1_0055	parA
ST4-74_pSLT.fa	49627	49628	ST4-74_pSLT.fa_49627_-	plasmid	-	ST4-74_pSLT.fa	CDS	plasmid	0	6.67	28.12	0	3	15	32	14	5.55833333333333	19.5617391304348	UM	plasmid	intragenic	49627	49628	49626	49632	CDS	-	48817	50023	SLP1_0055	parA	SLP1_0055	parA
ST4-74_pSLT.fa	49630	49631	ST4-74_pSLT.fa_49630_+	plasmid	+	ST4-74_pSLT.fa	CDS	plasmid	0	0	10	0	11	9	30	15	0	6.66666666666667	UM	plasmid	intragenic	49630	49631	49626	49632	CDS	-	48817	50023	SLP1_0055	parA	SLP1_0055	parA
ST4-74_pSLT.fa	54918	54919	ST4-74_pSLT.fa_54918_-	plasmid	-	ST4-74_pSLT.fa	intergenic	plasmid	100	66.67	41.38	30	1	6	29	10	71.4314285714286	38.4620512820513	Constitutive	plasmid	intergenic	54918	54919	54917	54923	intergenic	++	54917	55571	SLP1_0060	PSLT047	SLP1_0061	PSLT046
ST4-74_pSLT.fa	54921	54922	ST4-74_pSLT.fa_54921_+	plasmid	+	ST4-74_pSLT.fa	intergenic	plasmid	25	41.67	57.14	0	8	12	21	9	35.002	39.998	Constitutive	plasmid	intergenic	54921	54922	54917	54923	intergenic	++	54917	55571	SLP1_0060	PSLT047	SLP1_0061	PSLT046
ST4-74_pSLT.fa	61371	61372	ST4-74_pSLT.fa_61371_-	plasmid	-	ST4-74_pSLT.fa	intergenic	plasmid	0	0	7.69	0	3	7	26	11	0	5.40378378378378	UM	plasmid	intergenic	61371	61372	61370	61376	intergenic	-+	60869	61519	SLP1_0065	PSLT042	SLP1_0066	spvR
ST4-74_pSLT.fa	61374	61375	ST4-74_pSLT.fa_61374_+	plasmid	+	ST4-74_pSLT.fa	intergenic	plasmid	0	13.33	6.9	13.33	9	15	29	15	8.33125	9.09204545454545	UM	plasmid	intergenic	61374	61375	61370	61376	intergenic	-+	60869	61519	SLP1_0065	PSLT042	SLP1_0066	spvR
ST4-74_pSLT.fa	66802	66803	ST4-74_pSLT.fa_66802_-	plasmid	-	ST4-74_pSLT.fa	intergenic	plasmid	100	66.67	61.9	28.57	2	12	21	14	71.4314285714286	48.568	Constitutive	plasmid	intergenic	66802	66803	66801	66807	intergenic	++	66655	66915	SLP1_0069	spvC	SLP1_0070	spvD
ST4-74_pSLT.fa	66805	66806	ST4-74_pSLT.fa_66805_+	plasmid	+	ST4-74_pSLT.fa	intergenic	plasmid	70	66.67	73.08	33.33	10	9	26	12	68.4226315789474	60.5273684210526	Constitutive	plasmid	intergenic	66805	66806	66801	66807	intergenic	++	66655	66915	SLP1_0069	spvC	SLP1_0070	spvD
ST4-74_pSLT.fa	66890	66891	ST4-74_pSLT.fa_66890_-	plasmid	-	ST4-74_pSLT.fa	intergenic	plasmid	0	8.33	0	0	2	12	20	15	7.14	0	UM	plasmid	intergenic	66890	66891	66889	66895	intergenic	++	66655	66915	SLP1_0069	spvC	SLP1_0070	spvD
ST4-74_pSLT.fa	66893	66894	ST4-74_pSLT.fa_66893_+	plasmid	+	ST4-74_pSLT.fa	intergenic	plasmid	0	0	0	7.14	9	9	25	14	0	2.56307692307692	UM	plasmid	intergenic	66893	66894	66889	66895	intergenic	++	66655	66915	SLP1_0069	spvC	SLP1_0070	spvD
ST4-74_pSLT.fa	68194	68195	ST4-74_pSLT.fa_68194_-	plasmid	-	ST4-74_pSLT.fa	CDS	plasmid	50	85.71	89.47	28.57	2	7	19	14	77.7744444444444	63.6336363636364	Constitutive	plasmid	intragenic	68194	68195	68193	68199	CDS	+	68173	68524	SLP1_0072	PSLT035	SLP1_0072	PSLT035
ST4-74_pSLT.fa	68197	68198	ST4-74_pSLT.fa_68197_+	plasmid	+	ST4-74_pSLT.fa	CDS	plasmid	71.43	70	75	37.5	7	10	24	16	70.5888235294118	60	Constitutive	plasmid	intragenic	68197	68198	68193	68199	CDS	+	68173	68524	SLP1_0072	PSLT035	SLP1_0072	PSLT035
ST4-74_pSLT.fa	71580	71581	ST4-74_pSLT.fa_71580_-	plasmid	-	ST4-74_pSLT.fa	CDS	plasmid	0	50	47.37	18.18	3	4	19	11	28.5714285714286	36.667	LSP-specific	plasmid	intragenic	71580	71581	71579	71585	CDS	-	71033	71585	SLP1_0075	PSLT032	SLP1_0075	PSLT032
ST4-74_pSLT.fa	71583	71584	ST4-74_pSLT.fa_71583_+	plasmid	+	ST4-74_pSLT.fa	CDS	plasmid	16.67	30.77	44	35.71	6	13	25	14	26.3173684210526	41.0241025641026	LSP-specific	plasmid	intragenic	71583	71584	71579	71585	CDS	-	71033	71585	SLP1_0075	PSLT032	SLP1_0075	PSLT032
ST4-74_pSLT.fa	73362	73363	ST4-74_pSLT.fa_73362_-	plasmid	-	ST4-74_pSLT.fa	CDS	plasmid	60	54.55	37.5	33.33	5	11	16	12	56.253125	35.7128571428571	Constitutive	plasmid	intragenic	73362	73363	73361	73367	CDS	-	73220	73526	SLP1_0079	ccdB	SLP1_0079	ccdB
ST4-74_pSLT.fa	73365	73366	ST4-74_pSLT.fa_73365_+	plasmid	+	ST4-74_pSLT.fa	CDS	plasmid	57.14	41.67	26.09	20	7	12	23	10	47.3694736842105	24.2445454545455	MEP-specific	plasmid	intragenic	73365	73366	73361	73367	CDS	-	73220	73526	SLP1_0079	ccdB	SLP1_0079	ccdB
ST4-74_pSLT.fa	73917	73918	ST4-74_pSLT.fa_73917_-	plasmid	-	ST4-74_pSLT.fa	intergenic	plasmid	0	0	10.53	7.14	5	11	19	14	0	9.09181818181818	UM	plasmid	intergenic	73917	73918	73916	73922	intergenic	-+	73746	74421	SLP1_0080	ccdA	SLP1_0081	PSLT026
ST4-74_pSLT.fa	73920	73921	ST4-74_pSLT.fa_73920_+	plasmid	+	ST4-74_pSLT.fa	intergenic	plasmid	28.57	16.67	16.67	13.33	7	12	18	15	21.0542105263158	15.1518181818182	UM	plasmid	intergenic	73920	73921	73916	73922	intergenic	-+	73746	74421	SLP1_0080	ccdA	SLP1_0081	PSLT026
ST4-74_pSLT.fa	77740	77741	ST4-74_pSLT.fa_77740_-	plasmid	-	ST4-74_pSLT.fa	intergenic	plasmid	33.33	61.54	50	9.09	6	13	24	11	52.6315789473684	37.1425714285714	Constitutive	plasmid	intergenic	77740	77741	77739	77745	intergenic	+-	77206	78077	SLP1_0084	repA2	SLP1_0085	PSLT020
ST4-74_pSLT.fa	77743	77744	ST4-74_pSLT.fa_77743_+	plasmid	+	ST4-74_pSLT.fa	intergenic	plasmid	71.43	37.5	50	0	7	16	26	7	47.8265217391304	39.3939393939394	Constitutive	plasmid	intergenic	77743	77744	77739	77745	intergenic	+-	77206	78077	SLP1_0084	repA2	SLP1_0085	PSLT020
ST4-74_pSLT.fa	89240	89241	ST4-74_pSLT.fa_89240_-	plasmid	-	ST4-74_pSLT.fa	CDS	plasmid	33.33	9.09	31.82	0	9	11	22	6	19.998	25.0014285714286	UM	plasmid	intragenic	89240	89241	89239	89245	CDS	+	89116	89875	SLP1_0097	srgC	SLP1_0097	srgC
ST4-74_pSLT.fa	89243	89244	ST4-74_pSLT.fa_89243_+	plasmid	+	ST4-74_pSLT.fa	CDS	plasmid	33.33	20	31.58	0	3	10	19	7	23.0761538461538	23.0776923076923	UM	plasmid	intragenic	89243	89244	89239	89245	CDS	+	89116	89875	SLP1_0097	srgC	SLP1_0097	srgC
ST4-74.fa	1000872	1000873	ST4-74.fa_1000872_-	Right	-	ST4-74.fa	CDS	Right	100	75	63.27	50	2	12	49	6	78.5714285714286	61.8223636363636	Constitutive	chromosome	intragenic	1000872	1000873	1000871	1000877	CDS	+	1000358	1001651	SL1344_0901	serS	SL1344_0901	serS
ST4-74.fa	1000875	1000876	ST4-74.fa_1000875_+	Right	+	ST4-74.fa	CDS	Right	60	75	52.31	28.57	5	8	65	7	69.2307692307692	50.0019444444444	Constitutive	chromosome	intragenic	1000875	1000876	1000871	1000877	CDS	+	1000358	1001651	SL1344_0901	serS	SL1344_0901	serS
ST4-74.fa	1001208	1001209	ST4-74.fa_1001208_-	Right	-	ST4-74.fa	CDS	Right	100	72.73	62.96	50	2	11	54	10	76.9253846153846	60.935	Constitutive	chromosome	intragenic	1001208	1001209	1001207	1001213	CDS	+	1000358	1001651	SL1344_0901	serS	SL1344_0901	serS
ST4-74.fa	1001211	1001212	ST4-74.fa_1001211_+	Right	+	ST4-74.fa	CDS	Right	80	77.78	65.22	50	5	9	69	6	78.5728571428571	64.0024	Constitutive	chromosome	intragenic	1001211	1001212	1001207	1001213	CDS	+	1000358	1001651	SL1344_0901	serS	SL1344_0901	serS
ST4-74.fa	1002110	1002111	ST4-74.fa_1002110_-	Right	-	ST4-74.fa	CDS	Right	100	88.89	78.69	50	3	9	61	10	91.6675	74.6491549295775	Constitutive	chromosome	intragenic	1002110	1002111	1002109	1002115	CDS	+	1001887	1004332	SL1344_0902	dmsA	SL1344_0902	dmsA
ST4-74.fa	1002113	1002114	ST4-74.fa_1002113_+	Right	+	ST4-74.fa	CDS	Right	100	90.91	81.36	100	4	11	59	5	93.334	82.81625	Constitutive	chromosome	intragenic	1002113	1002114	1002109	1002115	CDS	+	1001887	1004332	SL1344_0902	dmsA	SL1344_0902	dmsA
